run,frame_mean_adc,frame_std_adc,frame_min_adc,frame_max_adc,frame_dynamic_range_adc,mean_signal_adc,mean_background_adc,std_background_adc,snr_like
3.1,367.9625651041667,2.638278357390279,358.0,380.0,22.0,,367.9625651041667,2.638278357390279,
3.2,222.92643229166666,2.7206873902791395,215.0,241.0,26.0,235.88590604026845,222.76736139714967,2.312924402568516,5.671843242498786
3.3,227.489990234375,62.53745672438712,0.0,1023.0,1023.0,256.46192893401013,227.01794723347945,62.072303776791856,0.4743497487447769
3.4,223.03345041597882,3.174597063649066,216.2113494873047,250.24461364746094,34.03326416015625,245.1927022229905,222.7614569635326,1.9807235236580567,11.324773493895426
3.5,222.933837890625,3.9764853484358165,213.0,271.0,58.0,263.9375,222.71915903141362,2.6479900902198876,15.565896987614341
3.6,223.133056640625,4.815115735906797,211.0,264.0,53.0,256.5973154362416,222.72230002471375,3.074102961700777,11.019479774609172
3.7,223.52596028645834,24.58061268711469,0.0,1023.0,1023.0,250.4030612244898,223.09030764141582,24.53425471972395,1.1132497764896965
