temperature_K,fov_case,axis,index,power_W
340,narrow,column,118,3.6231895663849892e-09
340,narrow,column,119,3.6192663683583594e-09
380,narrow,row,0,5.4653562328064975e-09
380,narrow,row,1,5.473190909184084e-09
380,narrow,row,2,5.480942952275421e-09
380,narrow,row,3,5.488611775679909e-09
380,narrow,row,4,5.496196797740599e-09
380,narrow,row,5,5.5036974416381804e-09
380,narrow,row,6,5.511113135484605e-09
380,narrow,row,7,5.518443312416252e-09
380,narrow,row,8,5.525687410686577e-09
380,narrow,row,9,5.532844873758326e-09
380,narrow,row,10,5.5399151503952e-09
380,narrow,row,11,5.546897694752928e-09
380,narrow,row,12,5.553791966469838e-09
380,narrow,row,13,5.560597430756773e-09
380,narrow,row,14,5.567313558486414e-09
380,narrow,row,15,5.573939826281939e-09
380,narrow,row,16,5.580475716604996e-09
380,narrow,row,17,5.586920717842996e-09
380,narrow,row,18,5.593274324395678e-09
380,narrow,row,19,5.599536036760892e-09
380,narrow,row,20,5.605705361619675e-09
380,narrow,row,21,5.611781811920444e-09
380,narrow,row,22,5.6177649069624195e-09
380,narrow,row,23,5.623654172478189e-09
380,narrow,row,24,5.629449140715404e-09
380,narrow,row,25,5.635149350517552e-09
380,narrow,row,26,5.640754347403822e-09
380,narrow,row,27,5.646263683648075e-09
380,narrow,row,28,5.651676918356746e-09
380,narrow,row,29,5.6569936175458485e-09
380,narrow,row,30,5.6622133542169145e-09
380,narrow,row,31,5.667335708431912e-09
380,narrow,row,32,5.6723602673870926e-09
380,narrow,row,33,5.677286625485796e-09
380,narrow,row,34,5.682114384410094e-09
380,narrow,row,35,5.686843153191331e-09
380,narrow,row,36,5.691472548279547e-09
380,narrow,row,37,5.696002193611692e-09
380,narrow,row,38,5.70043172067866e-09
380,narrow,row,39,5.704760768591135e-09
380,narrow,row,40,5.7089889841441775e-09
380,narrow,row,41,5.7131160218805826e-09
380,narrow,row,42,5.7171415441529444e-09
380,narrow,row,43,5.721065221184469e-09
380,narrow,row,44,5.724886731128422e-09
380,narrow,row,45,5.7286057601263265e-09
380,narrow,row,46,5.732222002364731e-09
380,narrow,row,47,5.735735160130659e-09
380,narrow,row,48,5.739144943865717e-09
380,narrow,row,49,5.74245107221871e-09
380,narrow,row,50,5.745653272096919e-09
380,narrow,row,51,5.748751278715929e-09
380,narrow,row,52,5.751744835647997e-09
380,narrow,row,53,5.754633694868963e-09
380,narrow,row,54,5.757417616803693e-09
380,narrow,row,55,5.760096370370037e-09
380,narrow,row,56,5.762669733021259e-09
380,narrow,row,57,5.765137490786963e-09
380,narrow,row,58,5.767499438312479e-09
380,narrow,row,59,5.769755378896736e-09
380,narrow,row,60,5.771905124528514e-09
380,narrow,row,61,5.773948495921206e-09
380,narrow,row,62,5.775885322545932e-09
380,narrow,row,63,5.777715442663117e-09
380,narrow,row,64,5.779438703352401e-09
380,narrow,row,65,5.781054960541053e-09
380,narrow,row,66,5.782564079030617e-09
380,narrow,row,67,5.7839659325220606e-09
380,narrow,row,68,5.785260403639214e-09
380,narrow,row,69,5.786447383950584e-09
380,narrow,row,70,5.787526773989532e-09
380,narrow,row,71,5.788498483272777e-09
380,narrow,row,72,5.789362430317232e-09
380,narrow,row,73,5.7901185426551794e-09
380,narrow,row,74,5.790766756847796e-09
380,narrow,row,75,5.791307018496952e-09
380,narrow,row,76,5.791739282255359e-09
380,narrow,row,77,5.792063511835042e-09
380,narrow,row,78,5.792279680014081e-09
380,narrow,row,79,5.792387768641714e-09
380,narrow,row,80,5.792387768641714e-09
380,narrow,row,81,5.792279680014081e-09
380,narrow,row,82,5.792063511835042e-09
