temperature_K,fov_case,axis,index,power_W
380,narrow,row,83,5.791739282255359e-09
380,narrow,row,84,5.791307018496952e-09
380,narrow,row,85,5.790766756847796e-09
380,narrow,row,86,5.7901185426551794e-09
380,narrow,row,87,5.789362430317232e-09
380,narrow,row,88,5.788498483272777e-09
380,narrow,row,89,5.787526773989532e-09
380,narrow,row,90,5.786447383950584e-09
380,narrow,row,91,5.785260403639214e-09
380,narrow,row,92,5.7839659325220606e-09
380,narrow,row,93,5.782564079030617e-09
380,narrow,row,94,5.781054960541053e-09
380,narrow,row,95,5.779438703352401e-09
380,narrow,row,96,5.777715442663117e-09
380,narrow,row,97,5.775885322545932e-09
380,narrow,row,98,5.773948495921206e-09
380,narrow,row,99,5.771905124528514e-09
380,narrow,row,100,5.769755378896736e-09
380,narrow,row,101,5.767499438312479e-09
380,narrow,row,102,5.765137490786963e-09
380,narrow,row,103,5.762669733021259e-09
380,narrow,row,104,5.760096370370037e-09
380,narrow,row,105,5.757417616803693e-09
380,narrow,row,106,5.754633694868963e-09
380,narrow,row,107,5.751744835647997e-09
380,narrow,row,108,5.748751278715929e-09
380,narrow,row,109,5.745653272096919e-09
380,narrow,row,110,5.74245107221871e-09
380,narrow,row,111,5.739144943865717e-09
380,narrow,row,112,5.735735160130659e-09
380,narrow,row,113,5.732222002364731e-09
380,narrow,row,114,5.7286057601263265e-09
380,narrow,row,115,5.724886731128422e-09
380,narrow,row,116,5.721065221184469e-09
380,narrow,row,117,5.7171415441529444e-09
380,narrow,row,118,5.7131160218805826e-09
380,narrow,row,119,5.7089889841441775e-09
380,narrow,row,120,5.704760768591135e-09
380,narrow,row,121,5.70043172067866e-09
380,narrow,row,122,5.696002193611692e-09
380,narrow,row,123,5.691472548279547e-09
380,narrow,row,124,5.686843153191331e-09
380,narrow,row,125,5.682114384410094e-09
380,narrow,row,126,5.677286625485796e-09
380,narrow,row,127,5.6723602673870926e-09
380,narrow,row,128,5.667335708431912e-09
380,narrow,row,129,5.6622133542169145e-09
380,narrow,row,130,5.6569936175458485e-09
380,narrow,row,131,5.651676918356746e-09
380,narrow,row,132,5.646263683648075e-09
380,narrow,row,133,5.640754347403822e-09
380,narrow,row,134,5.635149350517552e-09
380,narrow,row,135,5.629449140715404e-09
380,narrow,row,136,5.623654172478189e-09
380,narrow,row,137,5.6177649069624195e-09
380,narrow,row,138,5.611781811920444e-09
380,narrow,row,139,5.605705361619675e-09
380,narrow,row,140,5.599536036760892e-09
380,narrow,row,141,5.593274324395678e-09
380,narrow,row,142,5.586920717842996e-09
380,narrow,row,143,5.580475716604996e-09
380,narrow,row,144,5.573939826281939e-09
380,narrow,row,145,5.567313558486414e-09
380,narrow,row,146,5.560597430756773e-09
380,narrow,row,147,5.553791966469838e-09
380,narrow,row,148,5.546897694752928e-09
380,narrow,row,149,5.5399151503952e-09
380,narrow,row,150,5.532844873758326e-09
380,narrow,row,151,5.525687410686577e-09
380,narrow,row,152,5.518443312416252e-09
380,narrow,row,153,5.511113135484605e-09
380,narrow,row,154,5.5036974416381804e-09
380,narrow,row,155,5.496196797740599e-09
380,narrow,row,156,5.488611775679909e-09
380,narrow,row,157,5.480942952275421e-09
380,narrow,row,158,5.473190909184084e-09
380,narrow,row,159,5.4653562328064975e-09
380,narrow,column,0,5.605705361619675e-09
380,narrow,column,1,5.611781811920444e-09
380,narrow,column,2,5.6177649069624195e-09
380,narrow,column,3,5.623654172478189e-09
380,narrow,column,4,5.629449140715404e-09
380,narrow,column,5,5.635149350517552e-09
380,narrow,column,6,5.640754347403822e-09
380,narrow,column,7,5.646263683648075e-09
380,narrow,column,8,5.651676918356746e-09
380,narrow,column,9,5.6569936175458485e-09
380,narrow,column,10,5.6622133542169145e-09
380,narrow,column,11,5.667335708431912e-09
380,narrow,column,12,5.6723602673870926e-09
380,narrow,column,13,5.677286625485796e-09
380,narrow,column,14,5.682114384410094e-09
380,narrow,column,15,5.686843153191331e-09
380,narrow,column,16,5.691472548279547e-09
380,narrow,column,17,5.696002193611692e-09
380,narrow,column,18,5.70043172067866e-09
380,narrow,column,19,5.704760768591135e-09
380,narrow,column,20,5.7089889841441775e-09
380,narrow,column,21,5.7131160218805826e-09
380,narrow,column,22,5.7171415441529444e-09
380,narrow,column,23,5.721065221184469e-09
380,narrow,column,24,5.724886731128422e-09
380,narrow,column,25,5.7286057601263265e-09
380,narrow,column,26,5.732222002364731e-09
380,narrow,column,27,5.735735160130659e-09
380,narrow,column,28,5.739144943865717e-09
380,narrow,column,29,5.74245107221871e-09
380,narrow,column,30,5.745653272096919e-09
380,narrow,column,31,5.748751278715929e-09
380,narrow,column,32,5.751744835647997e-09
380,narrow,column,33,5.754633694868963e-09
380,narrow,column,34,5.757417616803693e-09
380,narrow,column,35,5.760096370370037e-09
380,narrow,column,36,5.762669733021259e-09
380,narrow,column,37,5.765137490786963e-09
380,narrow,column,38,5.767499438312479e-09
380,narrow,column,39,5.769755378896736e-09
380,narrow,column,40,5.771905124528514e-09
380,narrow,column,41,5.773948495921206e-09
380,narrow,column,42,5.775885322545932e-09
380,narrow,column,43,5.777715442663117e-09
380,narrow,column,44,5.779438703352401e-09
380,narrow,column,45,5.781054960541053e-09
380,narrow,column,46,5.782564079030617e-09
380,narrow,column,47,5.7839659325220606e-09
380,narrow,column,48,5.785260403639214e-09
380,narrow,column,49,5.786447383950584e-09
380,narrow,column,50,5.787526773989532e-09
380,narrow,column,51,5.788498483272777e-09
380,narrow,column,52,5.789362430317232e-09
380,narrow,column,53,5.7901185426551794e-09
380,narrow,column,54,5.790766756847796e-09
380,narrow,column,55,5.791307018496952e-09
380,narrow,column,56,5.791739282255359e-09
380,narrow,column,57,5.792063511835042e-09
380,narrow,column,58,5.792279680014081e-09
380,narrow,column,59,5.792387768641714e-09
380,narrow,column,60,5.792387768641714e-09
380,narrow,column,61,5.792279680014081e-09
380,narrow,column,62,5.792063511835042e-09
380,narrow,column,63,5.791739282255359e-09
380,narrow,column,64,5.791307018496952e-09
380,narrow,column,65,5.790766756847796e-09
380,narrow,column,66,5.7901185426551794e-09
380,narrow,column,67,5.789362430317232e-09
380,narrow,column,68,5.788498483272777e-09
380,narrow,column,69,5.787526773989532e-09
380,narrow,column,70,5.786447383950584e-09
380,narrow,column,71,5.785260403639214e-09
380,narrow,column,72,5.7839659325220606e-09
380,narrow,column,73,5.782564079030617e-09
380,narrow,column,74,5.781054960541053e-09
380,narrow,column,75,5.779438703352401e-09
380,narrow,column,76,5.777715442663117e-09
380,narrow,column,77,5.775885322545932e-09
380,narrow,column,78,5.773948495921206e-09
380,narrow,column,79,5.771905124528514e-09
380,narrow,column,80,5.769755378896736e-09
380,narrow,column,81,5.767499438312479e-09
380,narrow,column,82,5.765137490786963e-09
380,narrow,column,83,5.762669733021259e-09
380,narrow,column,84,5.760096370370037e-09
380,narrow,column,85,5.757417616803693e-09
380,narrow,column,86,5.754633694868963e-09
380,narrow,column,87,5.751744835647997e-09
380,narrow,column,88,5.748751278715929e-09
380,narrow,column,89,5.745653272096919e-09
380,narrow,column,90,5.74245107221871e-09
380,narrow,column,91,5.739144943865717e-09
380,narrow,column,92,5.735735160130659e-09
380,narrow,column,93,5.732222002364731e-09
380,narrow,column,94,5.7286057601263265e-09
380,narrow,column,95,5.724886731128422e-09
380,narrow,column,96,5.721065221184469e-09
380,narrow,column,97,5.7171415441529444e-09
380,narrow,column,98,5.7131160218805826e-09
380,narrow,column,99,5.7089889841441775e-09
380,narrow,column,100,5.704760768591135e-09
380,narrow,column,101,5.70043172067866e-09
380,narrow,column,102,5.696002193611692e-09
380,narrow,column,103,5.691472548279547e-09
380,narrow,column,104,5.686843153191331e-09
380,narrow,column,105,5.682114384410094e-09
380,narrow,column,106,5.677286625485796e-09
380,narrow,column,107,5.6723602673870926e-09
380,narrow,column,108,5.667335708431912e-09
380,narrow,column,109,5.6622133542169145e-09
380,narrow,column,110,5.6569936175458485e-09
380,narrow,column,111,5.651676918356746e-09
380,narrow,column,112,5.646263683648075e-09
380,narrow,column,113,5.640754347403822e-09
380,narrow,column,114,5.635149350517552e-09
380,narrow,column,115,5.629449140715404e-09
380,narrow,column,116,5.623654172478189e-09
380,narrow,column,117,5.6177649069624195e-09
380,narrow,column,118,5.611781811920444e-09
380,narrow,column,119,5.605705361619675e-09
420,narrow,row,0,7.839941516667976e-09
420,narrow,row,1,7.851180199378829e-09
420,narrow,row,2,7.862300346333927e-09
420,narrow,row,3,7.873301116353628e-09
420,narrow,row,4,7.884181675062956e-09
420,narrow,row,5,7.894941195026433e-09
420,narrow,row,6,7.905578855882371e-09
420,narrow,row,7,7.916093844476523e-09
420,narrow,row,8,7.926485354994984e-09
420,narrow,row,9,7.936752589096467e-09
420,narrow,row,10,7.946894756043799e-09
420,narrow,row,11,7.956911072834554e-09
420,narrow,row,12,7.966800764330993e-09
420,narrow,row,13,7.976563063389026e-09
420,narrow,row,14,7.98619721098636e-09
420,narrow,row,15,7.995702456349665e-09
420,narrow,row,16,8.005078057080782e-09
420,narrow,row,17,8.014323279281938e-09
420,narrow,row,18,8.02343739767992e-09
420,narrow,row,19,8.032419695749129e-09
420,narrow,row,20,8.041269465833621e-09
420,narrow,row,21,8.049986009267882e-09
420,narrow,row,22,8.058568636496495e-09
420,narrow,row,23,8.067016667192575e-09
420,narrow,row,24,8.075329430374966e-09
420,narrow,row,25,8.083506264524096e-09
420,narrow,row,26,8.091546517696558e-09
420,narrow,row,27,8.099449547638382e-09
420,narrow,row,28,8.107214721896783e-09
420,narrow,row,29,8.114841417930625e-09
420,narrow,row,30,8.122329023219357e-09
420,narrow,row,31,8.129676935370477e-09
420,narrow,row,32,8.136884562225467e-09
420,narrow,row,33,8.14395132196423e-09
420,narrow,row,34,8.150876643207862e-09
420,narrow,row,35,8.157659965119837e-09
420,narrow,row,36,8.164300737505596e-09
420,narrow,row,37,8.170798420910402e-09
420,narrow,row,38,8.177152486715496e-09
420,narrow,row,39,8.183362417232547e-09
420,narrow,row,40,8.189427705796308e-09
420,narrow,row,41,8.195347856855497e-09
420,narrow,row,42,8.20112238606183e-09
420,narrow,row,43,8.206750820357258e-09
420,narrow,row,44,8.21223269805923e-09
420,narrow,row,45,8.217567568944194e-09
420,narrow,row,46,8.222754994329023e-09
420,narrow,row,47,8.227794547150554e-09
420,narrow,row,48,8.232685812043201e-09
420,narrow,row,49,8.237428385414444e-09
420,narrow,row,50,8.242021875518373e-09
420,narrow,row,51,8.246465902527169e-09
420,narrow,row,52,8.250760098600492e-09
420,narrow,row,53,8.254904107952767e-09
420,narrow,row,54,8.258897586918372e-09
420,narrow,row,55,8.262740204014699e-09
420,narrow,row,56,8.266431640003018e-09
420,narrow,row,57,8.269971587947178e-09
420,narrow,row,58,8.273359753270112e-09
420,narrow,row,59,8.276595853808167e-09
420,narrow,row,60,8.279679619863102e-09
420,narrow,row,61,8.28261079425195e-09
420,narrow,row,62,8.28538913235453e-09
420,narrow,row,63,8.288014402158735e-09
420,narrow,row,64,8.290486384303442e-09
420,narrow,row,65,8.292804872119271e-09
420,narrow,row,66,8.294969671666807e-09
420,narrow,row,67,8.296980601772676e-09
420,narrow,row,68,8.29883749406317e-09
420,narrow,row,69,8.300540192995532e-09
420,narrow,row,70,8.302088555886909e-09
420,narrow,row,71,8.303482452940886e-09
420,narrow,row,72,8.304721767271646e-09
420,narrow,row,73,8.305806394925733e-09
420,narrow,row,74,8.306736244901455e-09
420,narrow,row,75,8.307511239165808e-09
420,narrow,row,76,8.308131312669042e-09
420,narrow,row,77,8.308596413356794e-09
420,narrow,row,78,8.30890650217978e-09
420,narrow,row,79,8.309061553101103e-09
420,narrow,row,80,8.309061553101103e-09
420,narrow,row,81,8.30890650217978e-09
420,narrow,row,82,8.308596413356794e-09
420,narrow,row,83,8.308131312669042e-09
420,narrow,row,84,8.307511239165808e-09
420,narrow,row,85,8.306736244901455e-09
420,narrow,row,86,8.305806394925733e-09
420,narrow,row,87,8.304721767271646e-09
420,narrow,row,88,8.303482452940886e-09
420,narrow,row,89,8.302088555886909e-09
420,narrow,row,90,8.300540192995532e-09
420,narrow,row,91,8.29883749406317e-09
420,narrow,row,92,8.296980601772676e-09
420,narrow,row,93,8.294969671666807e-09
420,narrow,row,94,8.292804872119271e-09
420,narrow,row,95,8.290486384303442e-09
420,narrow,row,96,8.288014402158735e-09
420,narrow,row,97,8.28538913235453e-09
420,narrow,row,98,8.28261079425195e-09
420,narrow,row,99,8.279679619863102e-09
420,narrow,row,100,8.276595853808167e-09
420,narrow,row,101,8.273359753270112e-09
420,narrow,row,102,8.269971587947178e-09
420,narrow,row,103,8.266431640003018e-09
420,narrow,row,104,8.262740204014699e-09
420,narrow,row,105,8.258897586918372e-09
420,narrow,row,106,8.254904107952767e-09
420,narrow,row,107,8.250760098600492e-09
420,narrow,row,108,8.246465902527169e-09
420,narrow,row,109,8.242021875518373e-09
420,narrow,row,110,8.237428385414444e-09
420,narrow,row,111,8.232685812043201e-09
420,narrow,row,112,8.227794547150554e-09
420,narrow,row,113,8.222754994329023e-09
420,narrow,row,114,8.217567568944194e-09
420,narrow,row,115,8.21223269805923e-09
420,narrow,row,116,8.206750820357258e-09
420,narrow,row,117,8.20112238606183e-09
420,narrow,row,118,8.195347856855497e-09
420,narrow,row,119,8.189427705796308e-09
420,narrow,row,120,8.183362417232547e-09
420,narrow,row,121,8.177152486715496e-09
420,narrow,row,122,8.170798420910402e-09
420,narrow,row,123,8.164300737505596e-09
420,narrow,row,124,8.157659965119837e-09
420,narrow,row,125,8.150876643207862e-09
420,narrow,row,126,8.14395132196423e-09
420,narrow,row,127,8.136884562225467e-09
420,narrow,row,128,8.129676935370477e-09
420,narrow,row,129,8.122329023219357e-09
420,narrow,row,130,8.114841417930625e-09
420,narrow,row,131,8.107214721896783e-09
420,narrow,row,132,8.099449547638382e-09
420,narrow,row,133,8.091546517696558e-09
420,narrow,row,134,8.083506264524096e-09
420,narrow,row,135,8.075329430374966e-09
420,narrow,row,136,8.067016667192575e-09
420,narrow,row,137,8.058568636496495e-09
420,narrow,row,138,8.049986009267882e-09
420,narrow,row,139,8.041269465833621e-09
420,narrow,row,140,8.032419695749129e-09
420,narrow,row,141,8.02343739767992e-09
420,narrow,row,142,8.014323279281938e-09
420,narrow,row,143,8.005078057080782e-09
420,narrow,row,144,7.995702456349665e-09
420,narrow,row,145,7.98619721098636e-09
420,narrow,row,146,7.976563063389026e-09
420,narrow,row,147,7.966800764330993e-09
420,narrow,row,148,7.956911072834554e-09
420,narrow,row,149,7.946894756043799e-09
420,narrow,row,150,7.936752589096467e-09
420,narrow,row,151,7.926485354994984e-09
420,narrow,row,152,7.916093844476523e-09
420,narrow,row,153,7.905578855882371e-09
420,narrow,row,154,7.894941195026433e-09
420,narrow,row,155,7.884181675062956e-09
420,narrow,row,156,7.873301116353628e-09
420,narrow,row,157,7.862300346333927e-09
420,narrow,row,158,7.851180199378829e-09
420,narrow,row,159,7.839941516667976e-09
420,narrow,column,0,8.041269465833621e-09
420,narrow,column,1,8.049986009267882e-09
420,narrow,column,2,8.058568636496495e-09
420,narrow,column,3,8.067016667192575e-09
420,narrow,column,4,8.075329430374966e-09
420,narrow,column,5,8.083506264524096e-09
420,narrow,column,6,8.091546517696558e-09
420,narrow,column,7,8.099449547638382e-09
420,narrow,column,8,8.107214721896783e-09
420,narrow,column,9,8.114841417930625e-09
420,narrow,column,10,8.122329023219357e-09
420,narrow,column,11,8.129676935370477e-09
420,narrow,column,12,8.136884562225467e-09
420,narrow,column,13,8.14395132196423e-09
420,narrow,column,14,8.150876643207862e-09
420,narrow,column,15,8.157659965119837e-09
420,narrow,column,16,8.164300737505596e-09
420,narrow,column,17,8.170798420910402e-09
420,narrow,column,18,8.177152486715496e-09
420,narrow,column,19,8.183362417232547e-09
420,narrow,column,20,8.189427705796308e-09
420,narrow,column,21,8.195347856855497e-09
420,narrow,column,22,8.20112238606183e-09
420,narrow,column,23,8.206750820357258e-09
420,narrow,column,24,8.21223269805923e-09
420,narrow,column,25,8.217567568944194e-09
420,narrow,column,26,8.222754994329023e-09
420,narrow,column,27,8.227794547150554e-09
420,narrow,column,28,8.232685812043201e-09
420,narrow,column,29,8.237428385414444e-09
420,narrow,column,30,8.242021875518373e-09
420,narrow,column,31,8.246465902527169e-09
420,narrow,column,32,8.250760098600492e-09
420,narrow,column,33,8.254904107952767e-09
420,narrow,column,34,8.258897586918372e-09
420,narrow,column,35,8.262740204014699e-09
420,narrow,column,36,8.266431640003018e-09
420,narrow,column,37,8.269971587947178e-09
420,narrow,column,38,8.273359753270112e-09
420,narrow,column,39,8.276595853808167e-09
420,narrow,column,40,8.279679619863102e-09
420,narrow,column,41,8.28261079425195e-09
420,narrow,column,42,8.28538913235453e-09
420,narrow,column,43,8.288014402158735e-09
420,narrow,column,44,8.290486384303442e-09
420,narrow,column,45,8.292804872119271e-09
420,narrow,column,46,8.294969671666807e-09
420,narrow,column,47,8.296980601772676e-09
420,narrow,column,48,8.29883749406317e-09
420,narrow,column,49,8.300540192995532e-09
420,narrow,column,50,8.302088555886909e-09
420,narrow,column,51,8.303482452940886e-09
420,narrow,column,52,8.304721767271646e-09
420,narrow,column,53,8.305806394925733e-09
420,narrow,column,54,8.306736244901455e-09
420,narrow,column,55,8.307511239165808e-09
420,narrow,column,56,8.308131312669042e-09
420,narrow,column,57,8.308596413356794e-09
420,narrow,column,58,8.30890650217978e-09
420,narrow,column,59,8.309061553101103e-09
420,narrow,column,60,8.309061553101103e-09
420,narrow,column,61,8.30890650217978e-09
420,narrow,column,62,8.308596413356794e-09
420,narrow,column,63,8.308131312669042e-09
420,narrow,column,64,8.307511239165808e-09
420,narrow,column,65,8.306736244901455e-09
420,narrow,column,66,8.305806394925733e-09
420,narrow,column,67,8.304721767271646e-09
420,narrow,column,68,8.303482452940886e-09
420,narrow,column,69,8.302088555886909e-09
420,narrow,column,70,8.300540192995532e-09
420,narrow,column,71,8.29883749406317e-09
420,narrow,column,72,8.296980601772676e-09
420,narrow,column,73,8.294969671666807e-09
420,narrow,column,74,8.292804872119271e-09
420,narrow,column,75,8.290486384303442e-09
420,narrow,column,76,8.288014402158735e-09
420,narrow,column,77,8.28538913235453e-09
420,narrow,column,78,8.28261079425195e-09
420,narrow,column,79,8.279679619863102e-09
420,narrow,column,80,8.276595853808167e-09
420,narrow,column,81,8.273359753270112e-09
420,narrow,column,82,8.269971587947178e-09
420,narrow,column,83,8.266431640003018e-09
420,narrow,column,84,8.262740204014699e-09
420,narrow,column,85,8.258897586918372e-09
420,narrow,column,86,8.254904107952767e-09
420,narrow,column,87,8.250760098600492e-09
420,narrow,column,88,8.246465902527169e-09
420,narrow,column,89,8.242021875518373e-09
420,narrow,column,90,8.237428385414444e-09
420,narrow,column,91,8.232685812043201e-09
420,narrow,column,92,8.227794547150554e-09
420,narrow,column,93,8.222754994329023e-09
420,narrow,column,94,8.217567568944194e-09
420,narrow,column,95,8.21223269805923e-09
420,narrow,column,96,8.206750820357258e-09
420,narrow,column,97,8.20112238606183e-09
420,narrow,column,98,8.195347856855497e-09
420,narrow,column,99,8.189427705796308e-09
420,narrow,column,100,8.183362417232547e-09
420,narrow,column,101,8.177152486715496e-09
420,narrow,column,102,8.170798420910402e-09
420,narrow,column,103,8.164300737505596e-09
420,narrow,column,104,8.157659965119837e-09
420,narrow,column,105,8.150876643207862e-09
420,narrow,column,106,8.14395132196423e-09
420,narrow,column,107,8.136884562225467e-09
420,narrow,column,108,8.129676935370477e-09
420,narrow,column,109,8.122329023219357e-09
420,narrow,column,110,8.114841417930625e-09
420,narrow,column,111,8.107214721896783e-09
420,narrow,column,112,8.099449547638382e-09
420,narrow,column,113,8.091546517696558e-09
420,narrow,column,114,8.083506264524096e-09
420,narrow,column,115,8.075329430374966e-09
420,narrow,column,116,8.067016667192575e-09
420,narrow,column,117,8.058568636496495e-09
420,narrow,column,118,8.049986009267882e-09
420,narrow,column,119,8.041269465833621e-09
300,medium,row,0,1.9155625524174464e-09
300,medium,row,1,1.921399778279424e-09
300,medium,row,2,1.927189331357944e-09
300,medium,row,3,1.9329303639671464e-09
300,medium,row,4,1.9386220305173376e-09
300,medium,row,5,1.9442634877634443e-09
300,medium,row,6,1.949853895055143e-09
300,medium,row,7,1.955392414588549e-09
300,medium,row,8,1.960878211659355e-09
300,medium,row,9,1.9663104549172998e-09
300,medium,row,10,1.971688316621851e-09
300,medium,row,11,1.9770109728989748e-09
300,medium,row,12,1.9822776039988826e-09
300,medium,row,13,1.9874873945546056e-09
300,medium,row,14,1.9926395338412973e-09
300,medium,row,15,1.9977332160361056e-09
300,medium,row,16,2.0027676404785107e-09
300,medium,row,17,2.0077420119309642e-09
300,medium,row,18,2.0126555408397318e-09
300,medium,row,19,2.017507443595756e-09
300,medium,row,20,2.0222969427954395e-09
300,medium,row,21,2.027023267501202e-09
300,medium,row,22,2.031685653501636e-09
300,medium,row,23,2.036283343571166e-09
300,medium,row,24,2.0408155877290315e-09
300,medium,row,25,2.045281643497469e-09
300,medium,row,26,2.049680776158933e-09
300,medium,row,27,2.054012259012214e-09
300,medium,row,28,2.0582753736273217e-09
300,medium,row,29,2.062469410098941e-09
300,medium,row,30,2.066593667298382e-09
300,medium,row,31,2.0706474531237877e-09
300,medium,row,32,2.0746300847485406e-09
300,medium,row,33,2.078540888867643e-09
300,medium,row,34,2.0823792019419733e-09
300,medium,row,35,2.08614437044024e-09
300,medium,row,36,2.0898357510784977e-09
300,medium,row,37,2.0934527110570743e-09
300,medium,row,38,2.096994628294761e-09
300,medium,row,39,2.100460891660122e-09
300,medium,row,40,2.10385090119976e-09
300,medium,row,41,2.1071640683634287e-09
300,medium,row,42,2.110399816225811e-09
300,medium,row,43,2.1135575797048395e-09
300,medium,row,44,2.116636805776418e-09
300,medium,row,45,2.1196369536853942e-09
300,medium,row,46,2.1225574951526656e-09
300,medium,row,47,2.125397914578254e-09
300,medium,row,48,2.1281577092402377e-09
300,medium,row,49,2.1308363894894074e-09
300,medium,row,50,2.133433478939498e-09
300,medium,row,51,2.13594851465289e-09
300,medium,row,52,2.13838104732165e-09
300,medium,row,53,2.140730641443773e-09
300,medium,row,54,2.1429968754945345e-09
300,medium,row,55,2.1451793420928044e-09
300,medium,row,56,2.1472776481622397e-09
300,medium,row,57,2.149291415087227e-09
300,medium,row,58,2.1512202788634596e-09
300,medium,row,59,2.1530638902430788e-09
300,medium,row,60,2.1548219148742352e-09
300,medium,row,61,2.1564940334350117e-09
300,medium,row,62,2.1580799417615905e-09
300,medium,row,63,2.159579350970584e-09
300,medium,row,64,2.1609919875754385e-09
300,medium,row,65,2.1623175935968475e-09
300,medium,row,66,2.1635559266670587e-09
300,medium,row,67,2.164706760128046e-09
300,medium,row,68,2.1657698831234484e-09
300,medium,row,69,2.1667451006842077e-09
300,medium,row,70,2.16763223380788e-09
300,medium,row,71,2.16843111953151e-09
300,medium,row,72,2.1691416109980684e-09
300,medium,row,73,2.169763577516369e-09
300,medium,row,74,2.1702969046144482e-09
300,medium,row,75,2.1707414940863385e-09
300,medium,row,76,2.171097264032244e-09
300,medium,row,77,2.1713641488920457e-09
300,medium,row,78,2.1715420994721438e-09
300,medium,row,79,2.1716310829656072e-09
300,medium,row,80,2.1716310829656072e-09
300,medium,row,81,2.1715420994721438e-09
300,medium,row,82,2.1713641488920457e-09
300,medium,row,83,2.171097264032244e-09
300,medium,row,84,2.1707414940863385e-09
300,medium,row,85,2.1702969046144482e-09
300,medium,row,86,2.169763577516369e-09
300,medium,row,87,2.1691416109980684e-09
300,medium,row,88,2.16843111953151e-09
300,medium,row,89,2.16763223380788e-09
300,medium,row,90,2.1667451006842077e-09
300,medium,row,91,2.1657698831234484e-09
300,medium,row,92,2.164706760128046e-09
300,medium,row,93,2.1635559266670587e-09
300,medium,row,94,2.1623175935968475e-09
300,medium,row,95,2.1609919875754385e-09
300,medium,row,96,2.159579350970584e-09
300,medium,row,97,2.1580799417615905e-09
300,medium,row,98,2.1564940334350117e-09
300,medium,row,99,2.1548219148742352e-09
300,medium,row,100,2.1530638902430788e-09
300,medium,row,101,2.1512202788634596e-09
300,medium,row,102,2.149291415087227e-09
300,medium,row,103,2.1472776481622397e-09
300,medium,row,104,2.1451793420928044e-09
300,medium,row,105,2.1429968754945345e-09
300,medium,row,106,2.140730641443773e-09
300,medium,row,107,2.13838104732165e-09
300,medium,row,108,2.13594851465289e-09
300,medium,row,109,2.133433478939498e-09
300,medium,row,110,2.1308363894894074e-09
300,medium,row,111,2.1281577092402377e-09
300,medium,row,112,2.125397914578254e-09
300,medium,row,113,2.1225574951526656e-09
300,medium,row,114,2.1196369536853942e-09
300,medium,row,115,2.116636805776418e-09
300,medium,row,116,2.1135575797048395e-09
300,medium,row,117,2.110399816225811e-09
300,medium,row,118,2.1071640683634287e-09
300,medium,row,119,2.10385090119976e-09
300,medium,row,120,2.100460891660122e-09
300,medium,row,121,2.096994628294761e-09
300,medium,row,122,2.0934527110570743e-09
300,medium,row,123,2.0898357510784977e-09
300,medium,row,124,2.08614437044024e-09
300,medium,row,125,2.0823792019419733e-09
300,medium,row,126,2.078540888867643e-09
300,medium,row,127,2.0746300847485406e-09
300,medium,row,128,2.0706474531237877e-09
300,medium,row,129,2.066593667298382e-09
300,medium,row,130,2.062469410098941e-09
300,medium,row,131,2.0582753736273217e-09
300,medium,row,132,2.054012259012214e-09
300,medium,row,133,2.049680776158933e-09
300,medium,row,134,2.045281643497469e-09
300,medium,row,135,2.0408155877290315e-09
300,medium,row,136,2.036283343571166e-09
300,medium,row,137,2.031685653501636e-09
300,medium,row,138,2.027023267501202e-09
300,medium,row,139,2.0222969427954395e-09
300,medium,row,140,2.017507443595756e-09
300,medium,row,141,2.0126555408397318e-09
300,medium,row,142,2.0077420119309642e-09
300,medium,row,143,2.0027676404785107e-09
300,medium,row,144,1.9977332160361056e-09
300,medium,row,145,1.9926395338412973e-09
300,medium,row,146,1.9874873945546056e-09
300,medium,row,147,1.9822776039988826e-09
300,medium,row,148,1.9770109728989748e-09
300,medium,row,149,1.971688316621851e-09
300,medium,row,150,1.9663104549172998e-09
300,medium,row,151,1.960878211659355e-09
300,medium,row,152,1.955392414588549e-09
300,medium,row,153,1.949853895055143e-09
300,medium,row,154,1.9442634877634443e-09
300,medium,row,155,1.9386220305173376e-09
300,medium,row,156,1.9329303639671464e-09
300,medium,row,157,1.927189331357944e-09
300,medium,row,158,1.921399778279424e-09
300,medium,row,159,1.9155625524174464e-09
300,medium,column,0,2.0222969427954395e-09
300,medium,column,1,2.027023267501202e-09
300,medium,column,2,2.031685653501636e-09
300,medium,column,3,2.036283343571166e-09
300,medium,column,4,2.0408155877290315e-09
300,medium,column,5,2.045281643497469e-09
300,medium,column,6,2.049680776158933e-09
300,medium,column,7,2.054012259012214e-09
300,medium,column,8,2.0582753736273217e-09
300,medium,column,9,2.062469410098941e-09
300,medium,column,10,2.066593667298382e-09
300,medium,column,11,2.0706474531237877e-09
300,medium,column,12,2.0746300847485406e-09
300,medium,column,13,2.078540888867643e-09
300,medium,column,14,2.0823792019419733e-09
300,medium,column,15,2.08614437044024e-09
300,medium,column,16,2.0898357510784977e-09
300,medium,column,17,2.0934527110570743e-09
300,medium,column,18,2.096994628294761e-09
300,medium,column,19,2.100460891660122e-09
300,medium,column,20,2.10385090119976e-09
300,medium,column,21,2.1071640683634287e-09
300,medium,column,22,2.110399816225811e-09
300,medium,column,23,2.1135575797048395e-09
300,medium,column,24,2.116636805776418e-09
300,medium,column,25,2.1196369536853942e-09
300,medium,column,26,2.1225574951526656e-09
300,medium,column,27,2.125397914578254e-09
300,medium,column,28,2.1281577092402377e-09
300,medium,column,29,2.1308363894894074e-09
300,medium,column,30,2.133433478939498e-09
