temperature_K,fov_case,radius_px,mean_power_W
340,medium,45.92627328801021,3.5831432693556643e-09
340,medium,48.408774546821576,3.566361645427657e-09
340,medium,50.89127580563293,3.548856926271034e-09
340,medium,53.3737770644443,3.5304823144674657e-09
340,medium,55.856278323255665,3.5115886712420625e-09
340,medium,58.33877958206702,3.4919587750715913e-09
340,medium,60.82128084087839,3.4718734573830057e-09
340,medium,63.30378209968974,3.450671055483614e-09
340,medium,65.78628335850111,3.4291235071530122e-09
340,medium,68.26878461731248,3.406874807187687e-09
340,medium,70.75128587612383,3.3839106651830147e-09
340,medium,73.2337871349352,3.3603623877065e-09
340,medium,75.71628839374657,3.336585914085135e-09
340,medium,78.19878965255792,3.312130679651722e-09
340,medium,80.68129091136929,3.2879852654554976e-09
340,medium,83.16379217018064,3.2620001604414196e-09
340,medium,85.64629342899201,3.236129286279287e-09
340,medium,88.12879468780338,3.209511379908269e-09
340,medium,90.61129594661473,3.1824122055028255e-09
340,medium,93.0937972054261,3.155480643338317e-09
340,medium,95.57629846423745,3.1285643728698548e-09
340,medium,98.05879972304882,3.10353364582939e-09
380,medium,1.2412506294056813,5.792118112399462e-09
380,medium,3.723751888217044,5.790605443344507e-09
380,medium,6.206253147028407,5.7876526976688425e-09
380,medium,8.68875440583977,5.783215380969627e-09
380,medium,11.171255664651131,5.777330312820235e-09
380,medium,13.653756923462495,5.770263663729261e-09
380,medium,16.136258182273856,5.761645989690527e-09
380,medium,18.61875944108522,5.751372625636555e-09
380,medium,21.10126069989658,5.739759684194049e-09
380,medium,23.583761958707946,5.726770942176163e-09
380,medium,26.066263217519307,5.7125168724369865e-09
380,medium,28.54876447633067,5.696581917364883e-09
380,medium,31.031265735142032,5.679596702615643e-09
380,medium,33.513766993953396,5.661223131326821e-09
380,medium,35.996268252764764,5.641728861669859e-09
380,medium,38.47876951157612,5.620417970966945e-09
380,medium,40.961270770387486,5.598040211744048e-09
380,medium,43.44377202919884,5.574345511524273e-09
380,medium,45.92627328801021,5.54975605334879e-09
380,medium,48.408774546821576,5.523763813580988e-09
380,medium,50.89127580563293,5.496651606839919e-09
380,medium,53.3737770644443,5.468192065755723e-09
380,medium,55.856278323255665,5.438928622187403e-09
380,medium,58.33877958206702,5.408524832299798e-09
380,medium,60.82128084087839,5.377415662209118e-09
380,medium,63.30378209968974,5.3445762948042385e-09
380,medium,65.78628335850111,5.311202346906229e-09
380,medium,68.26878461731248,5.276742419398528e-09
380,medium,70.75128587612383,5.241174378569585e-09
380,medium,73.2337871349352,5.204701598765076e-09
380,medium,75.71628839374657,5.167875377068618e-09
380,medium,78.19878965255792,5.12999785581692e-09
380,medium,80.68129091136929,5.092600200037389e-09
380,medium,83.16379217018064,5.052353136772538e-09
380,medium,85.64629342899201,5.0122830001093885e-09
380,medium,88.12879468780338,4.971055821650351e-09
380,medium,90.61129594661473,4.929083230578264e-09
380,medium,93.0937972054261,4.887370245940758e-09
380,medium,95.57629846423745,4.845680945866304e-09
380,medium,98.05879972304882,4.806912072151266e-09
420,medium,1.2412506294056813,8.308674736747546e-09
