scenario,alpha,window,frame_idx,snr_like,tp,fp,tn,fn,tpr,fpr,precision,f1,iou,detected,target_present,target_center_x,target_center_y,peak_amplitude,raw_peak_reference,background_mean,background_std,center_error_px
static,0.0,1,36,9.671999625837044,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.420806884765625,31.298919677734375,222.7134246826172,3.145244836807251,0.0
static,0.0,1,37,9.599756647945927,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.397415161132812,31.298919677734375,222.7301025390625,3.166477680206299,0.0
static,0.0,1,38,9.757080786817307,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,31.0745849609375,31.298919677734375,222.77777099609375,3.184823989868164,0.0
static,0.0,1,39,9.89731805949409,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.839523315429688,31.298919677734375,222.75779724121094,3.1159474849700928,0.0
static,0.0,1,40,9.6463805059976,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.372238159179688,31.298919677734375,222.7150115966797,3.1485631465911865,0.05077182070576079
static,0.0,1,41,9.81529252067446,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.834732055664062,31.298919677734375,222.75587463378906,3.1414990425109863,0.0
static,0.0,1,42,9.602870240388798,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.454376220703125,31.298919677734375,222.76710510253906,3.1713826656341553,0.0
static,0.0,1,43,9.730885927599035,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.592697143554688,31.298919677734375,222.71603393554688,3.14387583732605,0.0
static,0.0,1,44,9.641705957269085,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.310836791992188,31.298919677734375,222.72943115234375,3.143721342086792,0.0
static,0.0,1,45,9.612504616720553,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.572830200195312,31.298919677734375,222.78958129882812,3.1805269718170166,0.0
static,0.0,1,46,9.660709088367685,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.451904296875,31.298919677734375,222.7360076904297,3.152139663696289,0.0
static,0.0,1,47,9.645646330244624,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.263015747070312,31.298919677734375,222.76382446289062,3.137479305267334,0.0471404520791035
static,0.0,1,48,9.847318307207692,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.948944091796875,31.298919677734375,222.75575256347656,3.142880439758301,0.0
static,0.0,1,49,9.624560396626396,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.370529174804688,31.298919677734375,222.76370239257812,3.1555237770080566,0.05206833117270916
static,0.0,1,50,9.82136884541305,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.5635986328125,31.298919677734375,222.73170471191406,3.1119489669799805,0.0
static,0.0,1,51,9.600351805498386,149,2,8809,0,1.0,0.00022698899103393486,0.9867549668874173,0.9933333333333334,0.9867549668874173,1,1,56.0,40.0,30.500869750976562,31.298919677734375,222.75416564941406,3.1770575046539307,0.06555956911663169
static,0.0,1,52,9.698311343420714,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.42626953125,31.298919677734375,222.7683563232422,3.137274980545044,0.0
static,0.0,1,53,9.731163845645359,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.605331420898438,31.298919677734375,222.72352600097656,3.1450843811035156,0.0
static,0.0,1,54,9.800627174743338,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.782302856445312,31.298919677734375,222.71434020996094,3.140850305557251,0.04807401700618419
static,0.0,1,55,9.834747247056674,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.790328979492188,31.298919677734375,222.69288635253906,3.130769729614258,0.0
static,0.0,1,56,9.956354094425384,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,31.010726928710938,31.298919677734375,222.714111328125,3.1146669387817383,0.0
static,0.0,1,57,9.87321628056855,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,31.028076171875,31.298919677734375,222.73703002929688,3.142651319503784,0.0
static,0.0,1,58,9.7652218846191,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.624908447265625,31.298919677734375,222.67710876464844,3.136120080947876,0.0
static,0.0,1,59,9.74916615587125,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.647720336914062,31.298919677734375,222.70797729492188,3.143624782562256,0.04853406592853755
static,0.0,1,60,9.812341487739596,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.874404907226562,31.298919677734375,222.7430419921875,3.14648699760437,0.0
static,0.0,1,61,9.792165294239345,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.603897094726562,31.298919677734375,222.69140625,3.125345230102539,0.0
static,0.0,1,62,9.768546167905667,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.849716186523438,31.298919677734375,222.7408905029297,3.1580662727355957,0.0
static,0.0,1,63,9.948212863888054,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,31.298919677734375,31.298919677734375,222.74134826660156,3.1461851596832275,0.0
static,0.0,1,64,9.603288817419147,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.293212890625,31.298919677734375,222.7269287109375,3.1544623374938965,0.0
static,0.0,1,65,9.765425619271372,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.706954956054688,31.298919677734375,222.74270629882812,3.144456386566162,0.0
static,0.0,1,66,9.773933693565546,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.929718017578125,31.298919677734375,222.75485229492188,3.164510726928711,0.0
static,0.0,1,67,9.613226124068886,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.24029541015625,31.298919677734375,222.7194366455078,3.1456968784332275,0.0471404520791035
static,0.0,1,68,9.988555346906194,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,31.272216796875,31.298919677734375,222.7076416015625,3.1308047771453857,0.04807401700618419
static,0.0,1,69,9.666672072171252,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.271865844726562,31.298919677734375,222.694580078125,3.13157057762146,0.0
static,0.0,1,70,9.752788281477956,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.553298950195312,31.298919677734375,222.74871826171875,3.1327757835388184,0.0
static,0.0,1,71,9.739108620119572,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.210861206054688,31.298919677734375,222.68846130371094,3.1020150184631348,0.04807401700618419
static,0.0,1,72,9.653793825509828,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.170089721679688,31.298919677734375,222.8164825439453,3.1252055168151855,0.053748384988658346
static,0.0,1,73,9.852702427941715,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.662643432617188,31.298919677734375,222.71319580078125,3.112104892730713,0.0
static,0.0,1,74,9.988781864074749,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,31.1507568359375,31.298919677734375,222.6613311767578,3.1185741424560547,0.0
static,0.0,1,75,9.6224285995078,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.393630981445312,31.298919677734375,222.720458984375,3.158623695373535,0.0
static,0.0,1,76,9.77581248699663,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.73980712890625,31.298919677734375,222.7769775390625,3.1444759368896484,0.0
static,0.0,1,77,9.821322560440821,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.558944702148438,31.298919677734375,222.73635864257812,3.111489772796631,0.0537483849886557
static,0.0,1,78,9.801913346232178,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.76727294921875,31.298919677734375,222.75621032714844,3.1389048099517822,0.0
static,0.0,1,79,9.783546578651155,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.713241577148438,31.298919677734375,222.75656127929688,3.139274835586548,0.04807401700618419
static,0.0,3,0,9.759530749300188,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.834915161132812,31.298919677734375,222.68856811523438,3.1594669818878174,0.0
static,0.0,3,1,13.656965298432207,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.593048095703125,31.298919677734375,222.7190399169922,2.2401058673858643,0.0
static,0.0,3,2,16.60484496141614,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.544021606445312,31.298919677734375,222.73114013671875,1.8394644260406494,0.0
static,0.0,3,3,16.672548939417833,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.422576904296875,31.298919677734375,222.72506713867188,1.8247106075286865,0.0
static,0.0,3,4,16.773520727974585,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.412384033203125,31.298919677734375,222.71067810058594,1.8131186962127686,0.0
static,0.0,3,5,16.714085140206187,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.29400634765625,31.298919677734375,222.71270751953125,1.8124836683273315,0.0
static,0.0,3,6,16.502669487544186,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.360015869140625,31.298919677734375,222.72723388671875,1.8397033214569092,0.0
static,0.0,3,7,16.7938035347845,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.391586303710938,31.298919677734375,222.74490356445312,1.8096904754638672,0.053748384988658346
static,0.0,3,8,16.944043201269658,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.588424682617188,31.298919677734375,222.74266052246094,1.805261254310608,0.0
static,0.0,3,9,16.728638976673878,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.521514892578125,31.298919677734375,222.74473571777344,1.8245067596435547,0.0
static,0.0,3,10,16.836145681742043,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.632003784179688,31.298919677734375,222.72593688964844,1.819419026374817,0.0
static,0.0,3,11,16.624345034395905,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.507720947265625,31.298919677734375,222.73614501953125,1.8351231813430786,0.0
static,0.0,3,12,16.60416684922734,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.493865966796875,31.298919677734375,222.76116943359375,1.8365188837051392,0.0
static,0.0,3,13,16.669442099048098,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.334136962890625,31.298919677734375,222.75311279296875,1.8197451829910278,0.053748384988658346
static,0.0,3,14,16.782790353303533,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.404586791992188,31.298919677734375,222.76100158691406,1.811652660369873,0.0
static,0.0,3,15,16.74090588730569,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.377105712890625,31.298919677734375,222.74595642089844,1.8145437240600586,0.0
static,0.0,3,16,16.884031324741777,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.456039428710938,31.298919677734375,222.76544189453125,1.8038369417190552,0.0
static,0.0,3,17,16.844141885852945,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.570220947265625,31.298919677734375,222.74070739746094,1.8148874044418335,0.0
static,0.0,3,18,16.95116421927008,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.5765380859375,31.298919677734375,222.75906372070312,1.8038016557693481,0.0
static,0.0,3,19,16.887048051987264,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.5364990234375,31.298919677734375,222.7543182373047,1.808279275894165,0.0
static,0.0,3,20,16.758471087809355,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.398040771484375,31.298919677734375,222.76528930664062,1.813891053199768,0.0
static,0.0,3,21,16.80067993997413,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.544174194335938,31.298919677734375,222.71531677246094,1.8180320262908936,0.0
static,0.0,3,22,16.6750652807993,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.565292358398438,31.298919677734375,222.70091247558594,1.8329938650131226,0.0
static,0.0,3,23,16.819651688661253,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.656539916992188,31.298919677734375,222.6902313232422,1.8226619958877563,0.0
static,0.0,3,24,16.906471362635372,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.705398559570312,31.298919677734375,222.7129669189453,1.8161920309066772,0.0
static,0.0,3,25,16.907496234191406,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.674713134765625,31.298919677734375,222.745849609375,1.8142670392990112,0.0
static,0.0,3,26,16.98303093923244,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.614883422851562,31.298919677734375,222.73635864257812,1.8026748895645142,0.0
static,0.0,3,27,16.759699600219445,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.444900512695312,31.298919677734375,222.73854064941406,1.816554069519043,0.0
static,0.0,3,28,16.657785321741457,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.3984375,31.298919677734375,222.73133850097656,1.8248786926269531,0.0
static,0.0,3,29,16.50559126130604,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.286239624023438,31.298919677734375,222.74505615234375,1.83490788936615,0.0
static,0.0,3,30,16.564381186545468,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.257965087890625,31.298919677734375,222.73086547851562,1.826688528060913,0.0
static,0.0,3,31,16.70525778860527,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.334991455078125,31.298919677734375,222.736572265625,1.8158948421478271,0.0
static,0.0,3,32,16.887177091202005,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.527389526367188,31.298919677734375,222.7567138671875,1.8077260255813599,0.0
static,0.0,3,33,16.877852433123408,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.624420166015625,31.298919677734375,222.78497314453125,1.8144737482070923,0.0
static,0.0,3,34,16.764533234894255,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.474319458007812,31.298919677734375,222.7941436767578,1.8177851438522339,0.0
static,0.0,3,35,16.85180979957789,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.271087646484375,31.298919677734375,222.7579803466797,1.7963107824325562,0.0
static,0.0,3,36,16.491058940499617,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.196762084960938,31.298919677734375,222.73837280273438,1.831099033355713,0.0
static,0.0,3,37,16.702101391511892,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.330169677734375,31.298919677734375,222.7145538330078,1.8159493207931519,0.0
static,0.0,3,38,16.77139705866035,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.63092041015625,31.298919677734375,222.7404327392578,1.826378583908081,0.0
static,0.0,3,39,16.839731041183978,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.770523071289062,31.298919677734375,222.75521850585938,1.8272573947906494,0.0
static,0.0,3,40,16.9309465009776,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.762115478515625,31.298919677734375,222.75021362304688,1.8169164657592773,0.0
static,0.0,3,41,16.96909006255038,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.682159423828125,31.298919677734375,222.74288940429688,1.8081204891204834,0.05077182070576079
static,0.0,3,42,16.84884545022409,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.553787231445312,31.298919677734375,222.74600219726562,1.8134053945541382,0.0
static,0.0,3,43,16.89083618254765,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.627273559570312,31.298919677734375,222.746337890625,1.8132479190826416,0.0
static,0.0,3,44,16.632004529906624,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.45263671875,31.298919677734375,222.73753356933594,1.8309661149978638,0.0
static,0.0,3,45,16.726660932997685,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.492095947265625,31.298919677734375,222.74502563476562,1.8229637145996094,0.0
static,0.0,3,46,16.80061431236505,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.445175170898438,31.298919677734375,222.75167846679688,1.812146544456482,0.0
static,0.0,3,47,16.71534936942597,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.429229736328125,31.298919677734375,222.76315307617188,1.8204363584518433,0.0
static,0.0,3,48,16.79860635764124,149,1,8810,0,1.0,0.00011349449551696743,0.9933333333333333,0.9966555183946488,0.9933333333333333,1,1,56.0,40.0,30.55462646484375,31.298919677734375,222.7518768310547,1.8188786506652832,0.04714045207910049
static,0.0,3,49,16.721454079685405,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.527496337890625,31.298919677734375,222.76109313964844,1.8256484270095825,0.0
static,0.0,3,50,16.818263786125627,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.627716064453125,31.298919677734375,222.75038146972656,1.8210985660552979,0.0
static,0.0,3,51,16.630116816992263,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.47833251953125,31.298919677734375,222.74986267089844,1.832719087600708,0.0
static,0.0,3,52,16.6454350850208,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.496917724609375,31.298919677734375,222.75140380859375,1.8321490287780762,0.0
static,0.0,3,53,16.752956306748455,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.510833740234375,31.298919677734375,222.74868774414062,1.821220874786377,0.0
static,0.0,3,54,16.77864992807336,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.604629516601562,31.298919677734375,222.7353973388672,1.8240221738815308,0.0
static,0.0,3,55,16.848091342535753,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.725997924804688,31.298919677734375,222.7102508544922,1.823707938194275,0.0
static,0.0,3,56,16.934837371279805,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.861114501953125,31.298919677734375,222.7071075439453,1.8223448991775513,0.0
static,0.0,3,57,17.1256370685258,149,0,8811,0,1.0,0.0,1.0,1.0,1.0,1,1,56.0,40.0,30.9429931640625,31.298919677734375,222.71469116210938,1.8068228960037231,0.0
