scenario,alpha,window,snr_like,tpr,fpr,precision,f1,iou,detection_delay_frames,peak_amplitude_ratio,detection_probability,mean_center_error_px
small_moving_target,0.3,10,6.322050710441888,0.8120689655172415,0.005660060463553914,0.33077255602448813,0.4650603330584021,0.30989720446535224,2.0,0.9602010051216727,0.25,4.6045264237307535
small_moving_target,0.6,1,13.112070406526769,1.0,0.001984660172433098,0.6237596815145786,0.7672055459147085,0.6237596815145786,0.0,0.9602010051216727,1.0,1.4537501133809405
small_moving_target,0.6,3,10.65851417752747,0.8836206896551724,0.003116952189004591,0.48487271579178354,0.6238456515516775,0.45632226403328097,0.0,0.9602010051216727,1.0,2.3772394212434964
small_moving_target,0.6,5,8.049151805146545,0.8004310344827588,0.004173664763184414,0.3924315478004492,0.5231822190765237,0.35851240320558586,0.0,0.9602010051216727,0.9875,3.3134170642194136
small_moving_target,0.6,10,4.815635643998531,0.7146551724137932,0.0063346769678647415,0.2841517442986267,0.3999461689641331,0.2567902662047981,,0.9602010051216727,0.0875,5.506806185501501
small_moving_target,0.9,1,7.529968547062029,0.9224137931034482,0.008971559735751877,0.2740602140240158,0.4078621865889412,0.2618999346607443,,0.9602010051216727,0.1,7.572630772305689
small_moving_target,0.9,3,5.378889569111086,0.7081896551724138,0.00975394692643601,0.21566167356871885,0.3156810405799445,0.19402676379133238,,0.9602010051216727,0.05,8.647486794172753
small_moving_target,0.9,5,3.8299947174899005,0.5892241379310346,0.010294199977606094,0.18022062577725784,0.26117138399011175,0.15748376277585757,,0.9602010051216727,0.0375,9.56258203400454
small_moving_target,0.9,10,2.060860228853402,0.39698275862068966,0.011684021946030682,0.12037254793243854,0.17023985888441887,0.10231608926638402,,0.9602010051216727,0.0375,11.55796298364476
static,0.0,1,9.7207817384212,1.0,2.837362387924186e-05,0.9983344370860927,0.9991641583054627,0.9983344370860927,0.0,1.0,1.0,0.012084662997118155
static,0.0,3,16.689026346766042,1.0,7.093405969810465e-06,0.9995833333333334,0.9997909698996654,0.9995833333333334,0.0,0.9886281533887868,1.0,0.0031568686855160183
static,0.0,5,21.351586853736926,1.0,4.2560435818862785e-06,0.9997499999999999,0.9998745819397993,0.9997499999999999,0.0,0.9858141990614302,1.0,0.0020155644370746548
static,0.0,10,29.40467326035481,1.0,5.674724775848372e-06,0.9996666666666666,0.9998327759197323,0.9996666666666666,0.0,0.985692319542747,1.0,0.0026874192494329174
static,0.3,1,13.191226140857196,1.0,9.93076835773465e-06,0.9994166666666665,0.9997073578595316,0.9994166666666665,0.0,0.9951696709155492,1.0,0.004327262668663859
static,0.3,3,18.731742314299172,1.0,8.512087163772557e-06,0.9994999999999999,0.9997491638795987,0.9994999999999999,0.0,0.987325992611176,1.0,0.0038461436709922117
static,0.3,5,22.796873812667133,1.0,9.93076835773465e-06,0.9994166666666665,0.9997073578595318,0.9994166666666665,0.0,0.9851750628654558,1.0,0.004620384525138033
static,0.3,10,29.38293165791805,1.0,5.674724775848372e-06,0.9996666666666666,0.9998327759197323,0.9996666666666666,0.0,0.9851750628654558,1.0,0.0026874192494329174
static,0.6,1,19.160536234720933,1.0,9.93076835773465e-06,0.999417770419426,0.9997076365663322,0.999417770419426,0.0,0.9898498736840668,1.0,0.004184996778073359
static,0.6,3,22.96790050986263,1.0,9.93076835773465e-06,0.9994166666666665,0.9997073578595318,0.9994166666666665,0.0,0.9853198557336513,1.0,0.004620384525138103
static,0.6,5,25.89600248400722,1.0,8.512087163772557e-06,0.9994999999999999,0.9997491638795986,0.9994999999999999,0.0,0.9851750628654558,1.0,0.004010128201449945
static,0.6,10,29.070744111323478,1.0,7.093405969810465e-06,0.9995833333333334,0.9997909698996654,0.9995833333333334,0.0,0.9851750628654558,1.0,0.0033592740617911466
static,0.9,1,28.428042791350105,1.0,5.674724775848372e-06,0.9996666666666666,0.9998327759197323,0.9996666666666666,0.0,0.9851750628654558,1.0,0.002522220926694013
static,0.9,3,28.205132248141684,1.0,5.674724775848372e-06,0.9996666666666666,0.9998327759197323,0.9996666666666666,0.0,0.9851750628654558,1.0,0.002522220926694046
static,0.9,5,27.972398484251556,1.0,1.418681193962093e-06,0.9999166666666668,0.9999581939799331,0.9999166666666668,0.0,0.9851750628654558,1.0,0.0006718548123582293
static,0.9,10,27.411727872895135,1.0,2.837362387924186e-06,0.9998333333333334,0.9999163879598661,0.9998333333333334,0.0,0.9851750628654558,1.0,0.0013437096247164587
two_anomalies_static_dynamic,0.0,1,8.846876423802765,1.0,3.564909879078257e-05,0.9983993982208268,0.999197152461934,0.9983993982208268,0.0,1.0,1.0,0.027462139518337543
two_anomalies_static_dynamic,0.0,3,13.10792138159836,0.9996778350515463,0.002576716860597764,0.8960030688934326,0.9449195363860339,0.8957474068256339,0.0,0.9779493703022495,1.0,2.256239305437442
two_anomalies_static_dynamic,0.0,5,13.569336183600715,0.9930412371134022,0.004825462012320328,0.8208827366271404,0.8985291306511698,0.816243361248795,0.0,0.9779493703022495,1.0,3.716042453911322
two_anomalies_static_dynamic,0.0,10,11.032918835812618,0.9691365979381444,0.009471252566735113,0.6971583899955159,0.8099239386230644,0.6826698785708971,0.0,0.9779493703022495,1.0,5.846572528125029
two_anomalies_static_dynamic,0.3,1,11.564393645164126,1.0,0.0010010266940451745,0.9568521918779442,0.9779181027188463,0.9568521918779442,0.0,0.9779493703022495,1.0,0.9393825085555729
two_anomalies_static_dynamic,0.3,3,13.512076500805255,0.9948453608247423,0.0029360597764088526,0.8827600586804281,0.9353440727166926,0.8787729569488467,0.0,0.9779493703022495,1.0,2.434070470277027
two_anomalies_static_dynamic,0.3,5,13.059892616944007,0.9733247422680413,0.005142026009582477,0.8082391172323872,0.8828795610776284,0.7910392488716764,0.0,0.9779493703022495,1.0,3.6060729422730446
two_anomalies_static_dynamic,0.3,10,10.495966467268243,0.9516752577319588,0.010055897786903948,0.6807187287203507,0.7925879288314472,0.6588464706826054,0.0,0.9779493703022495,1.0,5.913390722843775
two_anomalies_static_dynamic,0.6,1,14.39745046921917,1.0,0.003633356148756559,0.8595984648213207,0.9243269269341379,0.8595984648213207,0.0,0.9779493703022495,1.0,3.0169089146637287
two_anomalies_static_dynamic,0.6,3,13.355560289257403,0.9689432989690723,0.0055484257357974,0.7957107377512503,0.8734428160866703,0.7760566084225811,0.0,0.9779493703022495,1.0,3.782125066971011
two_anomalies_static_dynamic,0.6,5,11.928853512859424,0.9487113402061855,0.0073166210358202146,0.7437644708275564,0.8331858929120308,0.7152854864590186,0.0,0.9779493703022495,1.0,4.516873441624216
two_anomalies_static_dynamic,0.6,10,9.649413162873852,0.9253865979381445,0.011456194387405885,0.6469808683768837,0.7597795230266823,0.6155727614639417,0.0,0.9779493703022495,1.0,6.219971976324485
two_anomalies_static_dynamic,0.9,1,12.840779313087339,0.9800257731958762,0.018557494866529772,0.5557439047210615,0.7024737465045497,0.5468339455095071,0.0,0.9779493703022495,1.0,8.808526485384409
two_anomalies_static_dynamic,0.9,3,11.495404539497274,0.9262242268041238,0.01987936344969199,0.5271397984974272,0.6642353083533719,0.5036136531770488,0.0,0.9779493703022495,1.0,8.799014664659197
two_anomalies_static_dynamic,0.9,5,10.549784332245926,0.8925902061855673,0.020977355692448095,0.506780936386604,0.6378663104918931,0.47510391966292714,0.0,0.9779493703022495,1.0,8.869898737699467
two_anomalies_static_dynamic,0.9,10,9.369673432704825,0.8350515463917525,0.023619666894820902,0.4660919193054718,0.5873761441045378,0.4240495222244454,0.0,0.9779493703022495,1.0,9.197792730113235
