tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,size_px,fill_factor,frame_idx,snr_like,anomaly_area_px
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,0,11.665841539124536,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,1,11.611289628006118,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,2,11.584508173858525,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,3,11.483152538976112,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,4,11.553067219660438,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,5,11.568037991129803,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,6,11.55911540785265,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,7,11.6510350343712,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,8,11.475686807372798,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,0.75,9,11.694188701577733,1024
1,9,12278,0,1.0,1.0,0.0007324814844958086,0.1,0.18181818181818182,0.1,1,1.0,0,16.167582841253573,1
1,7,12280,0,1.0,1.0,0.0005697078212745178,0.125,0.2222222222222222,0.125,1,1.0,1,15.635204517510285,1
1,7,12280,0,1.0,1.0,0.0005697078212745178,0.125,0.2222222222222222,0.125,1,1.0,2,15.63562916993044,1
1,7,12280,0,1.0,1.0,0.0005697078212745178,0.125,0.2222222222222222,0.125,1,1.0,3,15.680683764808876,1
