tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,size_px,fill_factor,frame_idx,snr_like,anomaly_area_px
1,3,12284,0,1.0,1.0,0.0002441604948319362,0.25,0.4,0.25,1,1.0,4,15.67141347504063,1
1,6,12281,0,1.0,1.0,0.0004883209896638724,0.14285714285714285,0.25,0.14285714285714285,1,1.0,5,14.38276068041008,1
1,7,12280,0,1.0,1.0,0.0005697078212745178,0.125,0.2222222222222222,0.125,1,1.0,6,15.73155337201336,1
1,6,12281,0,1.0,1.0,0.0004883209896638724,0.14285714285714285,0.25,0.14285714285714285,1,1.0,7,16.049584448504547,1
1,4,12283,0,1.0,1.0,0.0003255473264425816,0.2,0.33333333333333337,0.2,1,1.0,8,16.75579288047933,1
1,3,12284,0,1.0,1.0,0.0002441604948319362,0.25,0.4,0.25,1,1.0,9,15.647221128723388,1
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,0,15.965491142188666,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,1,15.42169741041658,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,2,15.61318546837238,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,3,15.532678598398384,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,4,15.372436998030349,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,5,15.272101194822879,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,6,15.761374950609426,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,7,15.37034985681875,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,8,16.202526055896467,4
4,0,12284,0,1.0,1.0,0.0,1.0,1.0,1.0,2,1.0,9,16.259149496033224,4
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,0,15.09218651200741,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,1,15.175728443933764,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,2,15.49437120438339,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,3,15.678914489486482,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,4,15.161266580359836,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,5,15.67557130494839,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,6,15.896894270748987,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,7,15.963974758723426,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,8,15.21444360030018,16
16,0,12272,0,1.0,1.0,0.0,1.0,1.0,1.0,4,1.0,9,15.61558949054686,16
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,0,15.48730661287955,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,1,15.360432465168698,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,2,15.567365702290138,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,3,15.322990012536815,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,4,15.203481150228372,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,5,15.697447265540536,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,6,15.686569500772025,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,7,15.462137933329032,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,8,15.25918037605421,64
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,8,1.0,9,15.275777206064188,64
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,0,15.545889040141665,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,1,15.47903321061123,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,2,15.650270061688547,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,3,15.616619354795182,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,4,15.441402307304955,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,5,15.51334503107969,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,6,15.543177511148077,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,7,15.61465459518536,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,8,15.459300142541107,256
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,16,1.0,9,15.43035911030146,256
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,0,15.48951007781599,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,1,15.362628650220357,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,2,15.436993303598003,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,3,15.499288201360955,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,4,15.469752762952913,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,5,15.645960350462579,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,6,15.373296707319442,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,7,15.566366122929248,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,8,15.562551759998962,1024
1024,0,11264,0,1.0,1.0,0.0,1.0,1.0,1.0,32,1.0,9,15.368236917461257,1024
