8.525225305229254502e+01,8.527935585815880870e+01,8.719008248609937084e+01,8.595451060120494446e+01,8.959265704922002271e+01,8.649390917918607613e+01,8.269668987548327266e+01,8.214350986630590512e+01,8.415751942498771143e+01,8.802162036332104833e+01,8.242718898037180963e+01,8.857667125816702480e+01,8.751676284717289889e+01,8.181478055453438003e+01,8.690284661225787488e+01,8.370774063326534531e+01,8.134340358934009885e+01,8.731024722585799225e+01,8.519020331254621681e+01,9.166282757542275306e+01,8.286003291910758151e+01,8.291781200098212423e+01,8.446459350253120135e+01,8.571428852697236778e+01,7.974195890767531125e+01,8.451086759944102766e+01,8.703637824476471962e+01,8.462126586978867238e+01,8.813904894928724332e+01,8.655684554650376583e+01,8.106680897519423468e+01,8.109782354805970783e+01,8.545540796340843315e+01,8.591800667963055105e+01,8.831560074957776862e+01,8.404380584279279276e+01,8.798594834944493925e+01,8.830356321425368549e+01,8.588441499020048298e+01,8.765050826475827250e+01,8.716700753508276023e+01,8.670007560080959763e+01,8.687848303283728058e+01,8.505458568466293912e+01,8.372016443178863199e+01,8.496443556493814242e+01,8.541409851208213411e+01,8.536248032715575107e+01,8.987119672694275607e+01,8.751904450372548183e+01,9.010062501477732155e+01,8.798421391258413848e+01,8.643033147537336447e+01,8.811747988035632773e+01,8.781359412779464435e+01,8.410717499494067795e+01,8.402041856934160080e+01,8.503015256389188892e+01,8.351349309609899763e+01,8.614970833420441920e+01,8.493293772602326897e+01,8.936717844747475681e+01,8.658683847286850721e+01,8.641902409820544051e+01
8.653621045118241284e+01,8.719207444949360308e+01,8.845882086729871219e+01,8.605109874526560532e+01,8.591500036798647955e+01,8.577350773055768229e+01,7.906389512148946608e+01,8.420144864444976918e+01,8.532959473921407323e+01,8.563198470818987573e+01,8.410970832457563517e+01,8.762444608860774053e+01,8.891272234645695960e+01,8.348407796878730380e+01,8.563896577102879348e+01,8.124389186656698314e+01,8.584313155797217121e+01,9.201869961490415051e+01,8.748811306915625607e+01,9.092717710839080780e+01,8.524531478704132326e+01,8.467604262065718501e+01,8.432139974452466902e+01,8.535904720989860550e+01,8.781278319052175618e+01,8.553191384512713569e+01,8.744861642693278725e+01,8.104504698147606234e+01,8.389125120826788873e+01,8.831691904065407073e+01,8.186467322195410645e+01,8.288388985251414454e+01,8.756852088884768648e+01,8.523608531563196777e+01,9.071575320911405527e+01,8.635805814609652487e+01,8.552820798408687608e+01,8.797362517132255277e+01,8.668110715097652985e+01,8.601088037130109853e+01,8.526643770903062602e+01,8.494665140670319659e+01,8.178560386324916465e+01,8.779583064315586682e+01,8.315563642060651262e+01,8.546196530208048614e+01,8.504670787621292050e+01,8.559084177610641575e+01,8.680159332961066809e+01,8.572409482932029334e+01,8.303910224070064316e+01,9.062845686766961251e+01,8.599853380015785831e+01,8.435267697954883204e+01,8.657689606286210449e+01,8.536713462294896715e+01,8.236994099073412201e+01,8.348785491794073721e+01,8.363451825772470727e+01,8.472456225314671485e+01,8.543343449050054517e+01,8.533834427808527323e+01,8.708737899496553325e+01,8.471203628834798849e+01
8.931465972121797847e+01,8.287598307319397861e+01,8.933895000495793681e+01,8.581297926424367972e+01,8.596336311432749255e+01,8.823187090936100674e+01,8.380171487551989173e+01,8.557526235160038652e+01,8.684849688469496698e+01,8.857618599744652954e+01,8.678622352329411171e+01,8.836621945844667891e+01,8.517714533029517554e+01,8.319339894642395450e+01,8.438946707602922004e+01,8.515086466935882470e+01,8.343672623922769560e+01,8.931109252179324187e+01,8.506101269132314258e+01,8.839856152649259968e+01,8.566175039446120820e+01,8.724512187932019458e+01,8.730797575777769737e+01,8.590141072577493730e+01,8.661550357542678569e+01,8.418481089202954593e+01,8.685753923316495673e+01,8.528710963773276887e+01,8.772962869922905327e+01,8.866878446580626871e+01,8.208224275403351555e+01,8.281585877707441057e+01,8.776955249096828027e+01,8.517258501985479313e+01,8.425836306455990155e+01,8.996539485286446336e+01,8.624622211188535914e+01,8.462005912361901494e+01,8.668778231673000789e+01,8.753323129404576264e+01,8.641944922480602997e+01,8.479760133246470843e+01,8.489705083416508558e+01,8.513993806005258591e+01,8.685560610572905205e+01,8.509035897787951797e+01,8.559497614681886546e+01,8.697207702388352857e+01,8.111298617370364639e+01,8.806023915290948878e+01,8.405239789439632148e+01,8.584306521024485903e+01,8.506901019780242734e+01,8.519216587750121050e+01,8.957039097330364541e+01,8.636101850409970382e+01,8.496852916994866689e+01,8.528818242519163562e+01,8.373947603983465626e+01,8.714222645274104195e+01,8.870821935031968053e+01,8.427018183265742834e+01,8.665758114645426247e+01,8.633994112550168154e+01
8.368517603969392837e+01,8.527703380440952685e+01,8.695049098337291582e+01,8.682939007504940321e+01,8.587787683929091997e+01,8.340898391816507740e+01,8.303371010516256945e+01,8.400817792528768280e+01,8.665328463264286540e+01,8.680290379263765033e+01,8.195496760130536984e+01,8.831768687267425832e+01,8.911502811921322120e+01,8.755034843250795973e+01,8.663515942961551275e+01,8.311647234533479889e+01,8.657586532274662261e+01,8.908700980709836870e+01,8.512420093316207215e+01,8.785061969822648109e+01,8.230410223681870718e+01,8.550009071344176448e+01,8.674290719579146014e+01,8.558926865971371001e+01,8.249636390607049918e+01,8.641409006555632288e+01,8.703724074488049212e+01,8.475716870135484271e+01,8.641890172826903438e+01,9.265905210584789131e+01,8.177290144075753631e+01,8.480834518165279690e+01,8.751111640945551073e+01,8.842847362995341598e+01,8.961755732643793237e+01,9.235706944679121477e+01,8.630102568547569319e+01,8.486730712133903864e+01,8.578802858076882387e+01,8.471385166952670431e+01,8.450183875501336672e+01,8.261891386567297957e+01,8.443682144125828870e+01,8.369225076396701013e+01,8.680487241266020249e+01,8.425281361228441313e+01,8.817232798508099734e+01,8.473039332335117990e+01,8.944778161881215794e+01,8.704730487512078696e+01,8.592205590645106383e+01,8.881917551581962300e+01,8.951308274198764536e+01,8.558972145271680176e+01,9.008539841701688999e+01,8.571199672982031359e+01,8.648517144997923367e+01,8.444514258210132596e+01,8.334488874117694479e+01,8.711869688458050121e+01,8.412565430022665680e+01,8.226931084260867522e+01,8.520580090207728574e+01,8.623191060452838030e+01
8.523817225700723554e+01,8.660281218562103334e+01,8.510647027524241537e+01,8.566214760099553871e+01,8.599860998259599398e+01,8.740331896666118894e+01,8.464920536344065738e+01,8.361445337499161212e+01,8.513610347815613011e+01,8.397223295739662774e+01,8.200135427820497114e+01,8.487926592257720415e+01,9.109688896593580409e+01,7.978735928402257116e+01,8.353362510584715039e+01,8.346216868115872956e+01,8.444536602683071180e+01,8.658877626546156137e+01,8.450208131609569762e+01,8.776299611961134417e+01,8.441160162755421936e+01,8.200037665275770848e+01,8.710224552102017981e+01,8.525352371036019861e+01,8.874170617962916197e+01,8.381264672792097770e+01,8.636523793619231526e+01,8.708616278711998859e+01,8.314522732053573861e+01,8.751279114216357868e+01,8.055314626593811056e+01,8.163645070471402221e+01,8.889529927165183665e+01,8.588171962697897754e+01,8.501901505004737203e+01,9.239168921570949067e+01,8.197912295075936129e+01,8.394423346524958163e+01,8.587874457708365128e+01,8.566755433863092151e+01,8.259134444497105676e+01,8.742528439711348653e+01,8.328119915779195992e+01,8.839315169186788523e+01,8.357347624396992103e+01,8.402666458584560871e+01,8.721332852283934756e+01,8.587285717043256739e+01,8.596421266595653776e+01,8.529152718272924005e+01,8.640897015848024409e+01,8.929731044382548077e+01,8.696324551831223459e+01,8.645882750917265014e+01,8.501175062232134394e+01,8.655085005475625337e+01,8.585350162944037322e+01,8.643848638447691712e+01,8.361962934051446439e+01,8.754530945926929064e+01,8.686745817430006866e+01,8.351035623794798823e+01,8.589777918643902410e+01,8.870906381162056675e+01
8.667119361476237316e+01,8.344976204845976042e+01,8.569454270404007445e+01,8.658242490433563887e+01,8.930566775555702463e+01,8.495449089611638271e+01,8.447931028179310431e+01,8.462115749807706777e+01,8.765566054842464894e+01,8.710663054838362029e+01,8.392722600696343704e+01,8.518900948484285607e+01,8.735532748431749894e+01,8.238027083651287796e+01,8.553351923472617102e+01,8.407131377081709900e+01,8.615226175523459062e+01,9.134251487887821952e+01,8.359102695703056440e+01,8.960406125080309891e+01,8.434344287762128545e+01,8.558853532836251077e+01,8.440239439169160107e+01,8.644500788301810701e+01,8.475471449918002520e+01,8.544356387680805653e+01,8.991526374062529214e+01,8.612981987248245730e+01,8.838269560431653815e+01,9.141837213757496272e+01,8.371762036958328679e+01,8.230531837547515295e+01,8.734562955474699208e+01,8.697004457491884466e+01,8.843469897890086884e+01,8.852993454206979607e+01,8.872020977914728235e+01,8.762324218709592571e+01,8.682674516737874626e+01,8.767149550044094042e+01,8.599307763681450467e+01,8.762556523418395216e+01,8.682900620522458723e+01,8.338463395816118862e+01,7.954984905671479112e+01,8.600031152061758632e+01,8.516380156970980408e+01,8.674048620438411206e+01,8.553905653601033521e+01,8.629919039178089690e+01,8.783258837405936958e+01,8.735327364925991844e+01,8.613250316988894895e+01,8.710723734646207106e+01,8.924552757960667293e+01,8.610401254331988241e+01,8.641700655740434911e+01,8.478831678493391166e+01,8.509832800251969331e+01,8.532179965374807296e+01,8.614377152431627849e+01,8.508049710922448128e+01,8.478235448157177245e+01,8.429896080972552852e+01
8.902339612992803097e+01,8.740506102240529174e+01,8.684239190195340541e+01,8.346207251861413567e+01,8.891421472583259344e+01,8.783064400574856734e+01,8.168411526945361345e+01,8.184912334989745375e+01,8.881822014874528293e+01,8.372902268938274517e+01,8.546210559936538687e+01,8.910916128375133383e+01,8.650223881181416630e+01,8.281497452076179400e+01,8.727216764166099949e+01,8.467028379630646384e+01,8.281447965190479010e+01,8.803352783779415347e+01,8.444852993294558985e+01,8.633507786708348419e+01,8.444851929212403263e+01,8.681765987947896690e+01,8.623621069574481623e+01,8.708681413702733209e+01,8.669634037916650016e+01,8.497595533594191863e+01,9.029906030333377487e+01,8.300154137002023447e+01,8.522686438370284634e+01,9.008467968270038284e+01,8.343661857201921350e+01,8.380866300381482858e+01,8.565524164332315138e+01,8.481622655684971335e+01,8.817048796432301572e+01,8.752968619365474012e+01,8.709483447031372805e+01,8.601362652038700674e+01,8.366908356798317925e+01,8.728242738609280593e+01,8.622349824900508963e+01,8.467542038852469943e+01,8.022814871599946684e+01,8.339776520260853943e+01,8.262799224256765740e+01,8.501024427163271469e+01,8.776334103250958663e+01,8.326017286881535995e+01,8.287799764596924490e+01,8.690300736207133525e+01,8.612999023629440387e+01,8.609053702830492227e+01,8.679581265651491151e+01,8.734410165374127644e+01,9.056954365993517797e+01,8.402984115969401557e+01,8.524216985472675390e+01,8.445196122197627631e+01,8.553826701263032817e+01,8.806805832142215706e+01,8.519852268689119512e+01,8.402509702118975099e+01,8.739465391256472060e+01,8.470048529058969677e+01
8.742156383512165974e+01,8.499622935733695783e+01,8.793231753010387308e+01,8.684076176086462340e+01,8.700488831427931302e+01,8.512316764948123193e+01,8.149719697723155321e+01,8.550339900130764192e+01,8.473994664122129450e+01,8.739890667035508898e+01,8.335050968453215603e+01,8.206791642288989408e+01,8.410701487697734535e+01,8.409951101988609423e+01,8.636392350425124675e+01,8.202850784986280530e+01,8.262409712180838994e+01,8.599285641164298966e+01,8.294890599920277907e+01,8.729290141920030521e+01,8.226495214591621163e+01,8.608470761535257054e+01,8.364080612395240166e+01,8.595099243793312382e+01,8.604664158440299104e+01,8.727992919759229551e+01,8.816005262639590967e+01,8.482648753194153812e+01,8.611076014961581393e+01,8.548371386911667003e+01,8.409869433032567088e+01,8.295783885872153007e+01,8.835668044415710654e+01,8.232056724528645475e+01,8.367496154670915587e+01,8.716298794002595685e+01,8.590954716716224482e+01,8.643244483748090090e+01,8.681597569548669924e+01,8.618295369355875835e+01,8.412441557181792007e+01,8.593384252115752986e+01,8.460416297619842396e+01,8.530000085915644092e+01,8.288535145464236109e+01,8.568747577619716083e+01,8.609875573037938068e+01,8.337079256452993548e+01,8.757965275050237608e+01,8.938593754521660628e+01,8.828032923835492340e+01,8.813815299353321109e+01,8.883927165284076466e+01,8.465396611470053756e+01,8.937539933873138409e+01,8.531379370833035125e+01,8.543678189418811542e+01,8.597219462975756699e+01,8.688890638115508125e+01,8.681802657424240977e+01,8.280364719093212500e+01,8.349122593029888151e+01,8.809396925704147918e+01,8.695437139429883189e+01
8.705118235132756865e+01,8.657991259468643364e+01,8.992573089923182295e+01,8.771843639800989934e+01,8.659986475647583859e+01,8.635863558206223445e+01,7.930111005292060611e+01,8.259494173019631091e+01,8.433687961435508385e+01,8.389390243799253710e+01,8.220777964700330642e+01,8.631799647220715599e+01,8.637965044888672139e+01,8.527378951255214190e+01,8.545470340832748946e+01,8.556859711008611669e+01,8.739551504541863380e+01,8.558082463983039645e+01,8.622589288824754306e+01,8.618137853444450514e+01,8.429609867874886220e+01,8.399565799912521413e+01,8.465611664094650735e+01,8.875732527462430710e+01,8.701408873621473106e+01,8.402621305929612561e+01,8.770696934830012026e+01,8.302820908783202469e+01,8.260919055791403309e+01,8.793022731490295030e+01,8.657076125970773717e+01,8.246751225415847841e+01,8.521366052578470374e+01,8.365716155447343283e+01,8.651687561034292173e+01,8.873496043850791182e+01,8.711975871973363894e+01,8.537756913904458145e+01,8.641005358587248963e+01,8.478875513002746800e+01,8.542099231743092957e+01,8.323424760616758533e+01,8.696514735362369208e+01,8.315891859274059073e+01,8.137401581542745532e+01,8.841864370987549648e+01,8.889814627774937605e+01,8.283142330895996963e+01,8.639034592174964189e+01,8.621257042644712953e+01,8.704365696976522315e+01,8.828654212242879851e+01,9.344247903246836984e+01,8.945135749574005501e+01,8.762338437184878615e+01,8.162291563467148592e+01,8.422178003426593307e+01,8.131075441619726973e+01,8.859913563998843244e+01,8.545560642660986161e+01,8.701051713604356053e+01,8.126984777856448261e+01,8.519020535722175680e+01,8.650130900305084936e+01
8.411979872677831338e+01,8.487071168472580496e+01,8.902171430218429293e+01,8.573528526829575469e+01,8.976314604076661396e+01,8.938708649415259799e+01,7.995628779502438022e+01,7.953954725383736957e+01,8.714041620949684841e+01,8.622323377478478790e+01,7.923647643854890532e+01,8.768060473185455805e+01,8.798198369825981047e+01,8.293691529770440241e+01,9.192775361777093224e+01,8.614356319842640630e+01,8.393395072188168626e+01,8.550805348290778340e+01,8.560266433379480588e+01,8.815011558969131045e+01,8.175977003963551226e+01,8.457752370309988521e+01,8.249950502650092687e+01,8.235033352343988611e+01,8.511590629778352479e+01,8.127422462598231334e+01,8.588470708854599422e+01,8.559282188871362962e+01,8.530126587906748625e+01,8.926362089241023057e+01,8.235194704484526085e+01,8.212667850591158469e+01,8.677181419614042568e+01,8.154895693106566057e+01,8.935026605154659762e+01,8.784765754450417319e+01,8.621004291740062797e+01,8.478565937082292692e+01,8.445008686610576376e+01,8.191326950894860204e+01,8.435009627909549579e+01,8.175260409979399867e+01,8.290292183348311994e+01,8.237885165236490081e+01,8.357737041926326071e+01,8.685637524630250539e+01,8.357808481136429180e+01,8.353320542493490564e+01,8.284601440298187924e+01,8.648949150931171914e+01,8.733710411314986288e+01,8.767218558869414835e+01,8.791073050522511778e+01,8.623011106170251594e+01,8.581551810058483909e+01,8.386928560311089598e+01,8.389905619763381139e+01,8.630762957331226914e+01,8.688881220253462345e+01,8.520847127035933966e+01,8.471969312289216703e+01,8.222407778326611094e+01,8.487022389811470191e+01,8.304669846914690368e+01
