tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,algorithm,parameter,frame_id,has_anomaly,delta_t,size,noise,shape,snr_like,runtime_s
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,34,True,4.0,16,1.5,rectangle,14.72400779000165,0.0006052670069038868
256,1,12031,0,1.0,1.0,8.311170212765957e-05,0.9961089494163424,0.9980506822612086,0.9961089494163424,global_threshold,k=2,35,True,4.0,16,1.5,rectangle,14.632269024298349,0.0005483910063048825
197,117,11974,0,1.0,1.0,0.009676618972789678,0.6273885350318471,0.7710371819960861,0.6273885350318471,global_threshold,k=2,36,True,4.0,16,3.0,circle,7.9285225987729815,0.002356253011384979
197,104,11987,0,1.0,1.0,0.008601439086924158,0.654485049833887,0.7911646586345381,0.654485049833887,global_threshold,k=2,37,True,4.0,16,3.0,circle,7.965422457797716,0.0023869400029070675
256,81,11951,0,1.0,1.0,0.006732047872340425,0.7596439169139466,0.8634064080944351,0.7596439169139466,global_threshold,k=2,38,True,4.0,16,3.0,rectangle,7.7726128569457495,0.0020292499975766987
256,163,11869,0,1.0,1.0,0.01354720744680851,0.6109785202863962,0.7585185185185186,0.6109785202863962,global_threshold,k=2,39,True,4.0,16,3.0,rectangle,7.709420390321757,0.0018866209866246209
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,40,True,4.0,24,1.5,circle,14.305371883451755,0.0008799829956842586
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,41,True,4.0,24,1.5,circle,14.721958353384332,0.0007030800043139607
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,42,True,4.0,24,1.5,rectangle,14.34319950602342,0.000744409000617452
576,1,11711,0,1.0,1.0,8.538251366120219e-05,0.9982668977469671,0.9991326973113617,0.9982668977469671,global_threshold,k=2,43,True,4.0,24,1.5,rectangle,14.719044210566256,0.0006715060007991269
441,72,11775,0,1.0,1.0,0.00607748797163839,0.8596491228070176,0.9245283018867925,0.8596491228070176,global_threshold,k=2,44,True,4.0,24,3.0,circle,8.042027439757616,0.0015374549984699115
441,94,11753,0,1.0,1.0,0.007934498185194564,0.8242990654205608,0.9036885245901639,0.8242990654205608,global_threshold,k=2,45,True,4.0,24,3.0,circle,7.863779498880442,0.001591924999956973
576,165,11547,0,1.0,1.0,0.01408811475409836,0.7773279352226721,0.8747152619589977,0.7773279352226721,global_threshold,k=2,46,True,4.0,24,3.0,rectangle,7.738058134966937,0.0016798330034362152
576,108,11604,0,1.0,1.0,0.009221311475409836,0.8421052631578947,0.9142857142857143,0.8421052631578947,global_threshold,k=2,47,True,4.0,24,3.0,rectangle,7.9514754695467165,0.0017308189999312162
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,48,True,6.0,8,1.5,circle,22.34278940092476,0.0006351030024234205
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,49,True,6.0,8,1.5,circle,22.769141650976422,0.0007027810061117634
64,1,12223,0,1.0,1.0,8.18062827225131e-05,0.9846153846153847,0.9922480620155039,0.9846153846153847,global_threshold,k=2,50,True,6.0,8,1.5,rectangle,22.60335986628184,0.0006264919938985258
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,51,True,6.0,8,1.5,rectangle,21.90617954416089,0.0006836520042270422
49,100,12139,0,1.0,1.0,0.008170602173380177,0.3288590604026846,0.494949494949495,0.3288590604026846,global_threshold,k=2,52,True,6.0,8,3.0,circle,11.82912588204551,0.0017846709961304441
49,171,12068,0,1.0,1.0,0.013971729716480105,0.22272727272727272,0.3643122676579926,0.22272727272727272,global_threshold,k=2,53,True,6.0,8,3.0,circle,11.798411976462305,0.0017107310122810304
64,111,12113,0,1.0,1.0,0.009080497382198953,0.3657142857142857,0.5355648535564854,0.3657142857142857,global_threshold,k=2,54,True,6.0,8,3.0,rectangle,12.030980565698387,0.0014890109887346625
64,124,12100,0,1.0,1.0,0.010143979057591623,0.3404255319148936,0.5079365079365079,0.3404255319148936,global_threshold,k=2,55,True,6.0,8,3.0,rectangle,11.700837880361282,0.0016555670008528978
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,global_threshold,k=2,56,True,6.0,16,1.5,circle,22.46860097564386,0.000673322007060051
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,global_threshold,k=2,57,True,6.0,16,1.5,circle,22.44764684995406,0.0005827669956488535
256,3,12029,0,1.0,1.0,0.0002493351063829787,0.9884169884169884,0.9941747572815534,0.9884169884169884,global_threshold,k=2,58,True,6.0,16,1.5,rectangle,22.814319647500756,0.0005850430025020614
256,1,12031,0,1.0,1.0,8.311170212765957e-05,0.9961089494163424,0.9980506822612086,0.9961089494163424,global_threshold,k=2,59,True,6.0,16,1.5,rectangle,21.96613971466829,0.0006499639857793227
197,75,12016,0,1.0,1.0,0.006202960879993383,0.7242647058823529,0.840085287846482,0.7242647058823529,global_threshold,k=2,60,True,6.0,16,3.0,circle,11.995533448660822,0.0016154930053744465
197,126,11965,0,1.0,1.0,0.010420974278388884,0.6099071207430341,0.7576923076923078,0.6099071207430341,global_threshold,k=2,61,True,6.0,16,3.0,circle,11.980920232720907,0.001660805006395094
256,134,11898,0,1.0,1.0,0.011136968085106383,0.6564102564102564,0.7925696594427245,0.6564102564102564,global_threshold,k=2,62,True,6.0,16,3.0,rectangle,11.959433557167056,0.0017693550034891814
256,119,11913,0,1.0,1.0,0.00989029255319149,0.6826666666666666,0.8114104595879557,0.6826666666666666,global_threshold,k=2,63,True,6.0,16,3.0,rectangle,11.878848738751902,0.0017849640134954825
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,64,True,6.0,24,1.5,circle,21.929406226667826,0.0007634990033693612
441,1,11846,0,1.0,1.0,8.44095551616443e-05,0.997737556561086,0.9988674971687429,0.997737556561086,global_threshold,k=2,65,True,6.0,24,1.5,circle,22.55663067289492,0.0007483480003429577
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,66,True,6.0,24,1.5,rectangle,22.04319499270545,0.0008602739981142804
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2,67,True,6.0,24,1.5,rectangle,21.57229982503078,0.0006392499926732853
441,108,11739,0,1.0,1.0,0.009116231957457584,0.8032786885245902,0.8909090909090909,0.8032786885245902,global_threshold,k=2,68,True,6.0,24,3.0,circle,11.808420801387848,0.001653907005675137
441,123,11724,0,1.0,1.0,0.010382375284882249,0.7819148936170213,0.8776119402985074,0.7819148936170213,global_threshold,k=2,69,True,6.0,24,3.0,circle,11.926710605588935,0.0018406680028419942
576,172,11540,0,1.0,1.0,0.014685792349726777,0.7700534759358288,0.8700906344410876,0.7700534759358288,global_threshold,k=2,70,True,6.0,24,3.0,rectangle,11.84302424564195,0.0018846559978555888
576,89,11623,0,1.0,1.0,0.007599043715846994,0.8661654135338346,0.9282836422240129,0.8661654135338346,global_threshold,k=2,71,True,6.0,24,3.0,rectangle,12.2360411632095,0.001699625005130656
0,98,12190,0,0.0,0.0,0.007975260416666666,0.0,0.0,0.0,global_threshold,k=2,72,False,0.0,0,3.0,none,0.0,0.0017740999901434407
0,80,12208,0,0.0,0.0,0.006510416666666667,0.0,0.0,0.0,global_threshold,k=2,73,False,0.0,0,3.0,none,0.0,0.0017430930020054802
0,45,12243,0,0.0,0.0,0.003662109375,0.0,0.0,0.0,global_threshold,k=2,74,False,0.0,0,3.0,none,0.0,0.0016327129997080192
0,94,12194,0,0.0,0.0,0.007649739583333333,0.0,0.0,0.0,global_threshold,k=2,75,False,0.0,0,3.0,none,0.0,0.001729444004013203
0,83,12205,0,0.0,0.0,0.006754557291666667,0.0,0.0,0.0,global_threshold,k=2,76,False,0.0,0,3.0,none,0.0,0.0017030360031640157
0,66,12222,0,0.0,0.0,0.00537109375,0.0,0.0,0.0,global_threshold,k=2,77,False,0.0,0,3.0,none,0.0,0.0017021410021698102
0,63,12225,0,0.0,0.0,0.005126953125,0.0,0.0,0.0,global_threshold,k=2,78,False,0.0,0,3.0,none,0.0,0.001707764997263439
0,80,12208,0,0.0,0.0,0.006510416666666667,0.0,0.0,0.0,global_threshold,k=2,79,False,0.0,0,3.0,none,0.0,0.001696815001196228
0,28,12260,0,0.0,0.0,0.0022786458333333335,0.0,0.0,0.0,global_threshold,k=2,80,False,0.0,0,3.0,none,0.0,0.0016535000031581149
0,121,12167,0,0.0,0.0,0.009847005208333334,0.0,0.0,0.0,global_threshold,k=2,81,False,0.0,0,3.0,none,0.0,0.0017603110027266666
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,0,True,2.0,8,1.5,circle,7.443885464524661,0.000667330008582212
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,1,True,2.0,8,1.5,circle,7.284124909488011,0.0006240249931579456
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,2,True,2.0,8,1.5,rectangle,6.851619764163435,0.0005589260108536109
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,3,True,2.0,8,1.5,rectangle,6.764999632416304,0.0005626060010399669
47,2,12237,2,0.9591836734693877,0.9591836734693877,0.00016341204346760355,0.9591836734693877,0.9591836734693877,0.9215686274509803,global_threshold,k=2.5,4,True,2.0,8,3.0,circle,3.930555641463975,0.0010909669945249334
45,0,12239,4,0.9183673469387755,0.9183673469387755,0.0,1.0,0.9574468085106383,0.9183673469387755,global_threshold,k=2.5,5,True,2.0,8,3.0,circle,3.5083335689938315,0.0012156720040366054
64,2,12222,0,1.0,1.0,0.0001636125654450262,0.9696969696969697,0.9846153846153847,0.9696969696969697,global_threshold,k=2.5,6,True,2.0,8,3.0,rectangle,3.5798480568255897,0.001119829001254402
63,3,12221,1,0.984375,0.984375,0.00024541884816753925,0.9545454545454546,0.9692307692307692,0.9402985074626866,global_threshold,k=2.5,7,True,2.0,8,3.0,rectangle,3.779070755864333,0.0011660140007734299
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,8,True,2.0,16,1.5,circle,7.499376473887526,0.0005763710069004446
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,9,True,2.0,16,1.5,circle,7.136734277629202,0.0007930150022730231
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,10,True,2.0,16,1.5,rectangle,7.375698420462054,0.0008056679944274947
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,11,True,2.0,16,1.5,rectangle,7.445106221421273,0.0008084610017249361
195,3,12088,2,0.9898477157360406,0.9898477157360406,0.0002481184351997353,0.9848484848484849,0.9873417721518988,0.975,global_threshold,k=2.5,12,True,2.0,16,3.0,circle,3.9063930549409203,0.0012849390041083097
195,3,12088,2,0.9898477157360406,0.9898477157360406,0.0002481184351997353,0.9848484848484849,0.9873417721518988,0.975,global_threshold,k=2.5,13,True,2.0,16,3.0,circle,4.035239279448769,0.0011796159960795194
254,6,12026,2,0.9921875,0.9921875,0.0004986702127659574,0.9769230769230769,0.9844961240310077,0.9694656488549618,global_threshold,k=2.5,14,True,2.0,16,3.0,rectangle,4.110067924912717,0.001058879992342554
253,3,12029,3,0.98828125,0.98828125,0.0002493351063829787,0.98828125,0.98828125,0.9768339768339769,global_threshold,k=2.5,15,True,2.0,16,3.0,rectangle,3.7941414841612318,0.0008384450047742575
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,16,True,2.0,24,1.5,circle,7.024061929134798,0.0005594109970843419
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,17,True,2.0,24,1.5,circle,7.535721738996264,0.0005055249930592254
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,18,True,2.0,24,1.5,rectangle,7.547294632876316,0.0004673509974963963
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,19,True,2.0,24,1.5,rectangle,7.0976162779839935,0.0004435909941093996
435,2,11845,6,0.9863945578231292,0.9863945578231292,0.0001688191103232886,0.9954233409610984,0.9908883826879271,0.981941309255079,global_threshold,k=2.5,20,True,2.0,24,3.0,circle,3.937995573180726,0.000818432992673479
427,0,11847,14,0.9682539682539683,0.9682539682539683,0.0,1.0,0.9838709677419354,0.9682539682539683,global_threshold,k=2.5,21,True,2.0,24,3.0,circle,3.711524274395272,0.001021554009639658
569,0,11712,7,0.9878472222222222,0.9878472222222222,0.0,1.0,0.993886462882096,0.9878472222222222,global_threshold,k=2.5,22,True,2.0,24,3.0,rectangle,3.982934810039373,0.0012868129997514188
559,1,11711,17,0.9704861111111112,0.9704861111111112,8.538251366120219e-05,0.9982142857142857,0.9841549295774649,0.9688041594454073,global_threshold,k=2.5,23,True,2.0,24,3.0,rectangle,3.786095818655414,0.0010843560012290254
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,24,True,4.0,8,1.5,circle,14.393920770202515,0.0005880490061827004
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,25,True,4.0,8,1.5,circle,14.61587936042048,0.0005291370034683496
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,26,True,4.0,8,1.5,rectangle,14.531407106577177,0.0005185379995964468
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,27,True,4.0,8,1.5,rectangle,14.4954524931351,0.000577038008486852
49,1,12238,0,1.0,1.0,8.170602173380178e-05,0.98,0.98989898989899,0.98,global_threshold,k=2.5,28,True,4.0,8,3.0,circle,7.735992852762229,0.001129784999648109
49,3,12236,0,1.0,1.0,0.0002451180652014053,0.9423076923076923,0.9702970297029703,0.9423076923076923,global_threshold,k=2.5,29,True,4.0,8,3.0,circle,7.903875769182124,0.0008940970001276582
64,1,12223,0,1.0,1.0,8.18062827225131e-05,0.9846153846153847,0.9922480620155039,0.9846153846153847,global_threshold,k=2.5,30,True,4.0,8,3.0,rectangle,7.877983731913175,0.0010143550025532022
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,31,True,4.0,8,3.0,rectangle,7.620427541343211,0.0008274470019387081
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,32,True,4.0,16,1.5,circle,14.76462369968939,0.0004931099974783137
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,33,True,4.0,16,1.5,circle,14.627715485100433,0.00041739999142009765
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,34,True,4.0,16,1.5,rectangle,14.72400779000165,0.0004435330047272146
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,35,True,4.0,16,1.5,rectangle,14.632269024298349,0.0004277780099073425
197,6,12085,0,1.0,1.0,0.0004962368703994706,0.9704433497536946,0.985,0.9704433497536946,global_threshold,k=2.5,36,True,4.0,16,3.0,circle,7.9285225987729815,0.0009250189905287698
197,1,12090,0,1.0,1.0,8.270614506657845e-05,0.9949494949494949,0.9974683544303797,0.9949494949494949,global_threshold,k=2.5,37,True,4.0,16,3.0,circle,7.965422457797716,0.0010260710114380345
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,38,True,4.0,16,3.0,rectangle,7.7726128569457495,0.000815669001895003
256,1,12031,0,1.0,1.0,8.311170212765957e-05,0.9961089494163424,0.9980506822612086,0.9961089494163424,global_threshold,k=2.5,39,True,4.0,16,3.0,rectangle,7.709420390321757,0.0009681840019766241
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,40,True,4.0,24,1.5,circle,14.305371883451755,0.0005513840005733073
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,41,True,4.0,24,1.5,circle,14.721958353384332,0.0005132969963597134
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,42,True,4.0,24,1.5,rectangle,14.34319950602342,0.0005652279942296445
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,43,True,4.0,24,1.5,rectangle,14.719044210566256,0.0006234769971342757
441,2,11845,0,1.0,1.0,0.0001688191103232886,0.9954853273137697,0.9977375565610859,0.9954853273137697,global_threshold,k=2.5,44,True,4.0,24,3.0,circle,8.042027439757616,0.0010264610027661547
441,8,11839,0,1.0,1.0,0.0006752764412931544,0.9821826280623608,0.9910112359550562,0.9821826280623608,global_threshold,k=2.5,45,True,4.0,24,3.0,circle,7.863779498880442,0.0012388009927235544
576,1,11711,0,1.0,1.0,8.538251366120219e-05,0.9982668977469671,0.9991326973113617,0.9982668977469671,global_threshold,k=2.5,46,True,4.0,24,3.0,rectangle,7.738058134966937,0.0012320679961703718
576,4,11708,0,1.0,1.0,0.00034153005464480874,0.993103448275862,0.9965397923875432,0.993103448275862,global_threshold,k=2.5,47,True,4.0,24,3.0,rectangle,7.9514754695467165,0.0012246069964021444
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,48,True,6.0,8,1.5,circle,22.34278940092476,0.0006582649948541075
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,49,True,6.0,8,1.5,circle,22.769141650976422,0.0005811640003230423
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,50,True,6.0,8,1.5,rectangle,22.60335986628184,0.0006389780028257519
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,51,True,6.0,8,1.5,rectangle,21.90617954416089,0.0006190420099301264
49,2,12237,0,1.0,1.0,0.00016341204346760355,0.9607843137254902,0.98,0.9607843137254902,global_threshold,k=2.5,52,True,6.0,8,3.0,circle,11.82912588204551,0.0012820419942727312
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,53,True,6.0,8,3.0,circle,11.798411976462305,0.0013676369999302551
64,6,12218,0,1.0,1.0,0.0004908376963350785,0.9142857142857143,0.955223880597015,0.9142857142857143,global_threshold,k=2.5,54,True,6.0,8,3.0,rectangle,12.030980565698387,0.0012365680013317615
64,10,12214,0,1.0,1.0,0.0008180628272251309,0.8648648648648649,0.927536231884058,0.8648648648648649,global_threshold,k=2.5,55,True,6.0,8,3.0,rectangle,11.700837880361282,0.0012361529952613637
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,56,True,6.0,16,1.5,circle,22.46860097564386,0.0005836920026922598
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,57,True,6.0,16,1.5,circle,22.44764684995406,0.0006101140024838969
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,58,True,6.0,16,1.5,rectangle,22.814319647500756,0.0005369889986468479
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,59,True,6.0,16,1.5,rectangle,21.96613971466829,0.0006622650107601658
197,2,12089,0,1.0,1.0,0.0001654122901331569,0.9899497487437185,0.9949494949494949,0.9899497487437185,global_threshold,k=2.5,60,True,6.0,16,3.0,circle,11.995533448660822,0.0013412789994617924
197,3,12088,0,1.0,1.0,0.0002481184351997353,0.985,0.9924433249370278,0.985,global_threshold,k=2.5,61,True,6.0,16,3.0,circle,11.980920232720907,0.0014263820048654452
256,2,12030,0,1.0,1.0,0.00016622340425531914,0.9922480620155039,0.9961089494163424,0.9922480620155039,global_threshold,k=2.5,62,True,6.0,16,3.0,rectangle,11.959433557167056,0.001403481001034379
256,3,12029,0,1.0,1.0,0.0002493351063829787,0.9884169884169884,0.9941747572815534,0.9884169884169884,global_threshold,k=2.5,63,True,6.0,16,3.0,rectangle,11.878848738751902,0.0012781069963239133
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,64,True,6.0,24,1.5,circle,21.929406226667826,0.000559196007088758
441,0,11847,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,65,True,6.0,24,1.5,circle,22.55663067289492,0.0004898119950667024
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,66,True,6.0,24,1.5,rectangle,22.04319499270545,0.0005130880017532036
576,0,11712,0,1.0,1.0,0.0,1.0,1.0,1.0,global_threshold,k=2.5,67,True,6.0,24,1.5,rectangle,21.57229982503078,0.0004992489994037896
441,2,11845,0,1.0,1.0,0.0001688191103232886,0.9954853273137697,0.9977375565610859,0.9954853273137697,global_threshold,k=2.5,68,True,6.0,24,3.0,circle,11.808420801387848,0.0009448140044696629
441,3,11844,0,1.0,1.0,0.0002532286654849329,0.9932432432432432,0.9966101694915254,0.9932432432432432,global_threshold,k=2.5,69,True,6.0,24,3.0,circle,11.926710605588935,0.0011274080025032163
