tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,algorithm,parameter,frame_id,has_anomaly,delta_t,size,noise,shape,snr_like,runtime_s
241,19,12013,15,0.94140625,0.94140625,0.0015791223404255318,0.926923076923077,0.9341085271317829,0.8763636363636363,adaptive_local,k=1.5,38,True,4.0,16,3.0,rectangle,7.7726128569457495,0.0013808980002067983
236,33,11999,20,0.921875,0.921875,0.002742686170212766,0.8773234200743495,0.8990476190476191,0.8166089965397924,adaptive_local,k=1.5,39,True,4.0,16,3.0,rectangle,7.709420390321757,0.0014698390004923567
392,10,11837,49,0.8888888888888888,0.8888888888888888,0.000844095551616443,0.9751243781094527,0.930011862396204,0.8691796008869179,adaptive_local,k=1.5,40,True,4.0,24,1.5,circle,14.305371883451755,0.0012416630052030087
393,0,11847,48,0.891156462585034,0.891156462585034,0.0,1.0,0.9424460431654677,0.891156462585034,adaptive_local,k=1.5,41,True,4.0,24,1.5,circle,14.721958353384332,0.0015034029929665849
474,34,11678,102,0.8229166666666666,0.8229166666666666,0.0029030054644808745,0.9330708661417323,0.8745387453874538,0.7770491803278688,adaptive_local,k=1.5,42,True,4.0,24,1.5,rectangle,14.34319950602342,0.0015542570035904646
467,26,11686,109,0.8107638888888888,0.8107638888888888,0.0022199453551912567,0.947261663286004,0.873713751169317,0.7757475083056479,adaptive_local,k=1.5,43,True,4.0,24,1.5,rectangle,14.719044210566256,0.0013468310062307864
319,5,11842,122,0.7233560090702947,0.7233560090702947,0.0004220477758082215,0.9845679012345679,0.8339869281045751,0.7152466367713004,adaptive_local,k=1.5,44,True,4.0,24,3.0,circle,8.042027439757616,0.0012998570018680766
321,0,11847,120,0.7278911564625851,0.7278911564625851,0.0,1.0,0.84251968503937,0.7278911564625851,adaptive_local,k=1.5,45,True,4.0,24,3.0,circle,7.863779498880442,0.001268860010895878
376,0,11712,200,0.6527777777777778,0.6527777777777778,0.0,1.0,0.7899159663865547,0.6527777777777778,adaptive_local,k=1.5,46,True,4.0,24,3.0,rectangle,7.738058134966937,0.001244097002199851
369,17,11695,207,0.640625,0.640625,0.0014515027322404373,0.9559585492227979,0.7671517671517671,0.6222596964586846,adaptive_local,k=1.5,47,True,4.0,24,3.0,rectangle,7.9514754695467165,0.001184943990665488
49,25,12214,0,1.0,1.0,0.0020426505433450443,0.6621621621621622,0.7967479674796748,0.6621621621621622,adaptive_local,k=1.5,48,True,6.0,8,1.5,circle,22.34278940092476,0.0012175789888715371
49,16,12223,0,1.0,1.0,0.0013072963477408284,0.7538461538461538,0.8596491228070176,0.7538461538461538,adaptive_local,k=1.5,49,True,6.0,8,1.5,circle,22.769141650976422,0.0015292780008167028
64,15,12209,0,1.0,1.0,0.0012270942408376963,0.810126582278481,0.8951048951048951,0.810126582278481,adaptive_local,k=1.5,50,True,6.0,8,1.5,rectangle,22.60335986628184,0.0013272529904497787
64,41,12183,0,1.0,1.0,0.0033540575916230367,0.6095238095238096,0.7573964497041421,0.6095238095238096,adaptive_local,k=1.5,51,True,6.0,8,1.5,rectangle,21.90617954416089,0.0013100950018269941
49,30,12209,0,1.0,1.0,0.0024511806520140533,0.620253164556962,0.765625,0.620253164556962,adaptive_local,k=1.5,52,True,6.0,8,3.0,circle,11.82912588204551,0.0016931290010688826
49,28,12211,0,1.0,1.0,0.0022877686085464497,0.6363636363636364,0.7777777777777778,0.6363636363636364,adaptive_local,k=1.5,53,True,6.0,8,3.0,circle,11.798411976462305,0.0014899660018272698
64,20,12204,0,1.0,1.0,0.0016361256544502618,0.7619047619047619,0.8648648648648648,0.7619047619047619,adaptive_local,k=1.5,54,True,6.0,8,3.0,rectangle,12.030980565698387,0.0013228530006017536
64,50,12174,0,1.0,1.0,0.004090314136125654,0.5614035087719298,0.7191011235955056,0.5614035087719298,adaptive_local,k=1.5,55,True,6.0,8,3.0,rectangle,11.700837880361282,0.0015491560043301433
197,6,12085,0,1.0,1.0,0.0004962368703994706,0.9704433497536946,0.985,0.9704433497536946,adaptive_local,k=1.5,56,True,6.0,16,1.5,circle,22.46860097564386,0.0010094809986185282
197,5,12086,0,1.0,1.0,0.0004135307253328922,0.9752475247524752,0.9874686716791979,0.9752475247524752,adaptive_local,k=1.5,57,True,6.0,16,1.5,circle,22.44764684995406,0.001248568994924426
256,10,12022,0,1.0,1.0,0.0008311170212765958,0.9624060150375939,0.9808429118773946,0.9624060150375939,adaptive_local,k=1.5,58,True,6.0,16,1.5,rectangle,22.814319647500756,0.001191370000015013
256,38,11994,0,1.0,1.0,0.0031582446808510636,0.8707482993197279,0.9309090909090908,0.8707482993197279,adaptive_local,k=1.5,59,True,6.0,16,1.5,rectangle,21.96613971466829,0.0014948619937058538
196,22,12069,1,0.9949238578680203,0.9949238578680203,0.0018195351914647257,0.8990825688073395,0.944578313253012,0.8949771689497716,adaptive_local,k=1.5,60,True,6.0,16,3.0,circle,11.995533448660822,0.0014506020088447258
196,16,12075,1,0.9949238578680203,0.9949238578680203,0.0013232983210652552,0.9245283018867925,0.9584352078239609,0.92018779342723,adaptive_local,k=1.5,61,True,6.0,16,3.0,circle,11.980920232720907,0.001414386002579704
254,15,12017,2,0.9921875,0.9921875,0.0012466755319148937,0.9442379182156134,0.9676190476190475,0.9372693726937269,adaptive_local,k=1.5,62,True,6.0,16,3.0,rectangle,11.959433557167056,0.0015478900022571906
253,16,12016,3,0.98828125,0.98828125,0.0013297872340425532,0.9405204460966543,0.9638095238095238,0.9301470588235294,adaptive_local,k=1.5,63,True,6.0,16,3.0,rectangle,11.878848738751902,0.00138516299193725
420,16,11831,21,0.9523809523809523,0.9523809523809523,0.0013505528825863088,0.963302752293578,0.9578107183580388,0.9190371991247265,adaptive_local,k=1.5,64,True,6.0,24,1.5,circle,21.929406226667826,0.0014469339948846027
414,5,11842,27,0.9387755102040817,0.9387755102040817,0.0004220477758082215,0.9880668257756563,0.9627906976744187,0.9282511210762332,adaptive_local,k=1.5,65,True,6.0,24,1.5,circle,22.55663067289492,0.0013491940044332296
522,12,11700,54,0.90625,0.90625,0.0010245901639344263,0.9775280898876404,0.9405405405405405,0.8877551020408163,adaptive_local,k=1.5,66,True,6.0,24,1.5,rectangle,22.04319499270545,0.0013679630064871162
516,24,11688,60,0.8958333333333334,0.8958333333333334,0.0020491803278688526,0.9555555555555556,0.924731182795699,0.86,adaptive_local,k=1.5,67,True,6.0,24,1.5,rectangle,21.57229982503078,0.0012882680020993575
367,15,11832,74,0.8321995464852607,0.8321995464852607,0.0012661433274246644,0.9607329842931938,0.8918590522478737,0.8048245614035088,adaptive_local,k=1.5,68,True,6.0,24,3.0,circle,11.808420801387848,0.001327070000115782
372,5,11842,69,0.8435374149659864,0.8435374149659864,0.0004220477758082215,0.986737400530504,0.9095354523227384,0.8340807174887892,adaptive_local,k=1.5,69,True,6.0,24,3.0,circle,11.926710605588935,0.0014786670071771368
431,7,11705,145,0.7482638888888888,0.7482638888888888,0.0005976775956284153,0.9840182648401826,0.8500986193293886,0.7392795883361921,adaptive_local,k=1.5,70,True,6.0,24,3.0,rectangle,11.84302424564195,0.0012222490040585399
440,10,11702,136,0.7638888888888888,0.7638888888888888,0.0008538251366120218,0.9777777777777777,0.857699805068226,0.7508532423208191,adaptive_local,k=1.5,71,True,6.0,24,3.0,rectangle,12.2360411632095,0.0012551789986900985
0,98,12190,0,0.0,0.0,0.007975260416666666,0.0,0.0,0.0,adaptive_local,k=1.5,72,False,0.0,0,3.0,none,0.0,0.0017486550059402362
0,80,12208,0,0.0,0.0,0.006510416666666667,0.0,0.0,0.0,adaptive_local,k=1.5,73,False,0.0,0,3.0,none,0.0,0.0017634010000620037
0,45,12243,0,0.0,0.0,0.003662109375,0.0,0.0,0.0,adaptive_local,k=1.5,74,False,0.0,0,3.0,none,0.0,0.001702427995041944
0,94,12194,0,0.0,0.0,0.007649739583333333,0.0,0.0,0.0,adaptive_local,k=1.5,75,False,0.0,0,3.0,none,0.0,0.0017661379970377311
0,83,12205,0,0.0,0.0,0.006754557291666667,0.0,0.0,0.0,adaptive_local,k=1.5,76,False,0.0,0,3.0,none,0.0,0.0019398730073589832
0,66,12222,0,0.0,0.0,0.00537109375,0.0,0.0,0.0,adaptive_local,k=1.5,77,False,0.0,0,3.0,none,0.0,0.0017496919899713248
0,63,12225,0,0.0,0.0,0.005126953125,0.0,0.0,0.0,adaptive_local,k=1.5,78,False,0.0,0,3.0,none,0.0,0.0017770679987734184
0,80,12208,0,0.0,0.0,0.006510416666666667,0.0,0.0,0.0,adaptive_local,k=1.5,79,False,0.0,0,3.0,none,0.0,0.0018590359977679327
0,28,12260,0,0.0,0.0,0.0022786458333333335,0.0,0.0,0.0,adaptive_local,k=1.5,80,False,0.0,0,3.0,none,0.0,0.001851670996984467
0,121,12167,0,0.0,0.0,0.009847005208333334,0.0,0.0,0.0,adaptive_local,k=1.5,81,False,0.0,0,3.0,none,0.0,0.001754897995851934
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,0,True,2.0,8,1.5,circle,7.443885464524661,0.0012148820096626878
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,1,True,2.0,8,1.5,circle,7.284124909488011,0.0009193220030283555
64,7,12217,0,1.0,1.0,0.0005726439790575916,0.9014084507042254,0.9481481481481481,0.9014084507042254,adaptive_local,k=2,2,True,2.0,8,1.5,rectangle,6.851619764163435,0.0009616969909984618
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,3,True,2.0,8,1.5,rectangle,6.764999632416304,0.0007577119977213442
42,0,12239,7,0.8571428571428571,0.8571428571428571,0.0,1.0,0.923076923076923,0.8571428571428571,adaptive_local,k=2,4,True,2.0,8,3.0,circle,3.930555641463975,0.001080141999409534
39,0,12239,10,0.7959183673469388,0.7959183673469388,0.0,1.0,0.8863636363636364,0.7959183673469388,adaptive_local,k=2,5,True,2.0,8,3.0,circle,3.5083335689938315,0.001061342001776211
43,0,12224,21,0.671875,0.671875,0.0,1.0,0.8037383177570093,0.671875,adaptive_local,k=2,6,True,2.0,8,3.0,rectangle,3.5798480568255897,0.0008224969933507964
49,0,12224,15,0.765625,0.765625,0.0,1.0,0.8672566371681416,0.765625,adaptive_local,k=2,7,True,2.0,8,3.0,rectangle,3.779070755864333,0.0012686300033237785
172,0,12091,25,0.8730964467005076,0.8730964467005076,0.0,1.0,0.9322493224932249,0.8730964467005076,adaptive_local,k=2,8,True,2.0,16,1.5,circle,7.499376473887526,0.0007156579958973452
170,0,12091,27,0.8629441624365483,0.8629441624365483,0.0,1.0,0.9264305177111716,0.8629441624365483,adaptive_local,k=2,9,True,2.0,16,1.5,circle,7.136734277629202,0.0009439020068384707
193,5,12027,63,0.75390625,0.75390625,0.0004155585106382979,0.9747474747474747,0.8502202643171806,0.7394636015325671,adaptive_local,k=2,10,True,2.0,16,1.5,rectangle,7.375698420462054,0.0010932389996014535
200,0,12032,56,0.78125,0.78125,0.0,1.0,0.8771929824561403,0.78125,adaptive_local,k=2,11,True,2.0,16,1.5,rectangle,7.445106221421273,0.0007859330071369186
80,0,12091,117,0.40609137055837563,0.40609137055837563,0.0,1.0,0.5776173285198556,0.40609137055837563,adaptive_local,k=2,12,True,2.0,16,3.0,circle,3.9063930549409203,0.001056783992680721
85,0,12091,112,0.43147208121827413,0.43147208121827413,0.0,1.0,0.6028368794326241,0.43147208121827413,adaptive_local,k=2,13,True,2.0,16,3.0,circle,4.035239279448769,0.001126431001466699
99,0,12032,157,0.38671875,0.38671875,0.0,1.0,0.5577464788732395,0.38671875,adaptive_local,k=2,14,True,2.0,16,3.0,rectangle,4.110067924912717,0.0010555930057307705
89,0,12032,167,0.34765625,0.34765625,0.0,1.0,0.5159420289855072,0.34765625,adaptive_local,k=2,15,True,2.0,16,3.0,rectangle,3.7941414841612318,0.001072348008165136
247,0,11847,194,0.5600907029478458,0.5600907029478458,0.0,1.0,0.7180232558139534,0.5600907029478458,adaptive_local,k=2,16,True,2.0,24,1.5,circle,7.024061929134798,0.0006846600008429959
258,0,11847,183,0.5850340136054422,0.5850340136054422,0.0,1.0,0.7381974248927039,0.5850340136054422,adaptive_local,k=2,17,True,2.0,24,1.5,circle,7.535721738996264,0.0008800170035101473
281,0,11712,295,0.4878472222222222,0.4878472222222222,0.0,1.0,0.6557759626604434,0.4878472222222222,adaptive_local,k=2,18,True,2.0,24,1.5,rectangle,7.547294632876316,0.0006118430028436705
267,0,11712,309,0.4635416666666667,0.4635416666666667,0.0,1.0,0.6334519572953736,0.4635416666666667,adaptive_local,k=2,19,True,2.0,24,1.5,rectangle,7.0976162779839935,0.0006540680042235181
97,0,11847,344,0.2199546485260771,0.2199546485260771,0.0,1.0,0.36059479553903345,0.2199546485260771,adaptive_local,k=2,20,True,2.0,24,3.0,circle,3.937995573180726,0.0011917709925910458
96,0,11847,345,0.21768707482993196,0.21768707482993196,0.0,1.0,0.35754189944134074,0.21768707482993196,adaptive_local,k=2,21,True,2.0,24,3.0,circle,3.711524274395272,0.001039487004163675
94,0,11712,482,0.16319444444444445,0.16319444444444445,0.0,1.0,0.28059701492537314,0.16319444444444445,adaptive_local,k=2,22,True,2.0,24,3.0,rectangle,3.982934810039373,0.0011010349990101531
95,0,11712,481,0.16493055555555555,0.16493055555555555,0.0,1.0,0.28315946348733234,0.16493055555555555,adaptive_local,k=2,23,True,2.0,24,3.0,rectangle,3.786095818655414,0.0007999999943422154
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,24,True,4.0,8,1.5,circle,14.393920770202515,0.0008257139998022467
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,25,True,4.0,8,1.5,circle,14.61587936042048,0.0010536619956837967
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,26,True,4.0,8,1.5,rectangle,14.531407106577177,0.0009814670047489926
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,27,True,4.0,8,1.5,rectangle,14.4954524931351,0.0011661389871733263
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,28,True,4.0,8,3.0,circle,7.735992852762229,0.0008271840051747859
49,1,12238,0,1.0,1.0,8.170602173380178e-05,0.98,0.98989898989899,0.98,adaptive_local,k=2,29,True,4.0,8,3.0,circle,7.903875769182124,0.000806716998340562
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,30,True,4.0,8,3.0,rectangle,7.877983731913175,0.000876145000802353
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,31,True,4.0,8,3.0,rectangle,7.620427541343211,0.0011103779979748651
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,32,True,4.0,16,1.5,circle,14.76462369968939,0.0008266219956567511
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,adaptive_local,k=2,33,True,4.0,16,1.5,circle,14.627715485100433,0.0009757600055309013
253,0,12032,3,0.98828125,0.98828125,0.0,1.0,0.9941060903732809,0.98828125,adaptive_local,k=2,34,True,4.0,16,1.5,rectangle,14.72400779000165,0.00088351899466943
254,0,12032,2,0.9921875,0.9921875,0.0,1.0,0.996078431372549,0.9921875,adaptive_local,k=2,35,True,4.0,16,1.5,rectangle,14.632269024298349,0.0009468109929002821
179,0,12091,18,0.9086294416243654,0.9086294416243654,0.0,1.0,0.9521276595744681,0.9086294416243654,adaptive_local,k=2,36,True,4.0,16,3.0,circle,7.9285225987729815,0.0010156359930988401
174,0,12091,23,0.883248730964467,0.883248730964467,0.0,1.0,0.9380053908355795,0.883248730964467,adaptive_local,k=2,37,True,4.0,16,3.0,circle,7.965422457797716,0.001174527991679497
215,0,12032,41,0.83984375,0.83984375,0.0,1.0,0.9129511677282378,0.83984375,adaptive_local,k=2,38,True,4.0,16,3.0,rectangle,7.7726128569457495,0.0007777090067975223
216,0,12032,40,0.84375,0.84375,0.0,1.0,0.9152542372881356,0.84375,adaptive_local,k=2,39,True,4.0,16,3.0,rectangle,7.709420390321757,0.0008078370010480285
365,0,11847,76,0.8276643990929705,0.8276643990929705,0.0,1.0,0.9057071960297766,0.8276643990929705,adaptive_local,k=2,40,True,4.0,24,1.5,circle,14.305371883451755,0.0008187499915948138
361,0,11847,80,0.81859410430839,0.81859410430839,0.0,1.0,0.9002493765586035,0.81859410430839,adaptive_local,k=2,41,True,4.0,24,1.5,circle,14.721958353384332,0.0007747970084892586
428,0,11712,148,0.7430555555555556,0.7430555555555556,0.0,1.0,0.852589641434263,0.7430555555555556,adaptive_local,k=2,42,True,4.0,24,1.5,rectangle,14.34319950602342,0.0008315590093843639
414,0,11712,162,0.71875,0.71875,0.0,1.0,0.8363636363636363,0.71875,adaptive_local,k=2,43,True,4.0,24,1.5,rectangle,14.719044210566256,0.0007688320038141683
265,0,11847,176,0.6009070294784581,0.6009070294784581,0.0,1.0,0.7507082152974504,0.6009070294784581,adaptive_local,k=2,44,True,4.0,24,3.0,circle,8.042027439757616,0.0007260580023285002
261,0,11847,180,0.5918367346938775,0.5918367346938775,0.0,1.0,0.7435897435897436,0.5918367346938775,adaptive_local,k=2,45,True,4.0,24,3.0,circle,7.863779498880442,0.0007936819893075153
300,0,11712,276,0.5208333333333334,0.5208333333333334,0.0,1.0,0.684931506849315,0.5208333333333334,adaptive_local,k=2,46,True,4.0,24,3.0,rectangle,7.738058134966937,0.0008451400062767789
310,0,11712,266,0.5381944444444444,0.5381944444444444,0.0,1.0,0.6997742663656885,0.5381944444444444,adaptive_local,k=2,47,True,4.0,24,3.0,rectangle,7.9514754695467165,0.0010352969984523952
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,48,True,6.0,8,1.5,circle,22.34278940092476,0.0010810430103447288
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,49,True,6.0,8,1.5,circle,22.769141650976422,0.0009067899954970926
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,50,True,6.0,8,1.5,rectangle,22.60335986628184,0.0009085329947993159
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,51,True,6.0,8,1.5,rectangle,21.90617954416089,0.0008710380061529577
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,52,True,6.0,8,3.0,circle,11.82912588204551,0.0008454089984297752
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,53,True,6.0,8,3.0,circle,11.798411976462305,0.001029006001772359
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,54,True,6.0,8,3.0,rectangle,12.030980565698387,0.0011341209901729599
64,10,12214,0,1.0,1.0,0.0008180628272251309,0.8648648648648649,0.927536231884058,0.8648648648648649,adaptive_local,k=2,55,True,6.0,8,3.0,rectangle,11.700837880361282,0.0010662370041245595
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,56,True,6.0,16,1.5,circle,22.46860097564386,0.0008388330024899915
197,0,12091,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,57,True,6.0,16,1.5,circle,22.44764684995406,0.0009507130016572773
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,58,True,6.0,16,1.5,rectangle,22.814319647500756,0.0006679629877908155
256,0,12032,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2,59,True,6.0,16,1.5,rectangle,21.96613971466829,0.0008117039978969842
195,0,12091,2,0.9898477157360406,0.9898477157360406,0.0,1.0,0.9948979591836734,0.9898477157360406,adaptive_local,k=2,60,True,6.0,16,3.0,circle,11.995533448660822,0.0008347450057044625
196,0,12091,1,0.9949238578680203,0.9949238578680203,0.0,1.0,0.9974554707379135,0.9949238578680203,adaptive_local,k=2,61,True,6.0,16,3.0,circle,11.980920232720907,0.0007771160017000511
249,0,12032,7,0.97265625,0.97265625,0.0,1.0,0.9861386138613861,0.97265625,adaptive_local,k=2,62,True,6.0,16,3.0,rectangle,11.959433557167056,0.0008527570025762543
244,0,12032,12,0.953125,0.953125,0.0,1.0,0.976,0.953125,adaptive_local,k=2,63,True,6.0,16,3.0,rectangle,11.878848738751902,0.0007399210007861257
398,0,11847,43,0.9024943310657596,0.9024943310657596,0.0,1.0,0.9487485101311084,0.9024943310657596,adaptive_local,k=2,64,True,6.0,24,1.5,circle,21.929406226667826,0.0007601149991387501
401,0,11847,40,0.909297052154195,0.909297052154195,0.0,1.0,0.9524940617577197,0.909297052154195,adaptive_local,k=2,65,True,6.0,24,1.5,circle,22.55663067289492,0.000636665994534269
489,0,11712,87,0.8489583333333334,0.8489583333333334,0.0,1.0,0.9183098591549296,0.8489583333333334,adaptive_local,k=2,66,True,6.0,24,1.5,rectangle,22.04319499270545,0.0006943829939700663
485,0,11712,91,0.8420138888888888,0.8420138888888888,0.0,1.0,0.9142318567389255,0.8420138888888888,adaptive_local,k=2,67,True,6.0,24,1.5,rectangle,21.57229982503078,0.0006848039920441806
334,0,11847,107,0.7573696145124716,0.7573696145124716,0.0,1.0,0.8619354838709676,0.7573696145124716,adaptive_local,k=2,68,True,6.0,24,3.0,circle,11.808420801387848,0.0009726499993121251
336,0,11847,105,0.7619047619047619,0.7619047619047619,0.0,1.0,0.8648648648648648,0.7619047619047619,adaptive_local,k=2,69,True,6.0,24,3.0,circle,11.926710605588935,0.0007082469965098426
396,0,11712,180,0.6875,0.6875,0.0,1.0,0.8148148148148148,0.6875,adaptive_local,k=2,70,True,6.0,24,3.0,rectangle,11.84302424564195,0.0006977769953664392
402,0,11712,174,0.6979166666666666,0.6979166666666666,0.0,1.0,0.8220858895705522,0.6979166666666666,adaptive_local,k=2,71,True,6.0,24,3.0,rectangle,12.2360411632095,0.0007346880011027679
0,5,12283,0,0.0,0.0,0.0004069010416666667,0.0,0.0,0.0,adaptive_local,k=2,72,False,0.0,0,3.0,none,0.0,0.0008439049997832626
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,73,False,0.0,0,3.0,none,0.0,0.0009961280011339113
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,74,False,0.0,0,3.0,none,0.0,0.0011845560075016692
0,5,12283,0,0.0,0.0,0.0004069010416666667,0.0,0.0,0.0,adaptive_local,k=2,75,False,0.0,0,3.0,none,0.0,0.0011253109987592325
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,76,False,0.0,0,3.0,none,0.0,0.001249064996954985
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,77,False,0.0,0,3.0,none,0.0,0.0009175900049740449
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,78,False,0.0,0,3.0,none,0.0,0.0009803879947867244
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,79,False,0.0,0,3.0,none,0.0,0.0008831519953673705
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,80,False,0.0,0,3.0,none,0.0,0.0008657650032546371
0,0,12288,0,0.0,0.0,0.0,1.0,0.0,1.0,adaptive_local,k=2,81,False,0.0,0,3.0,none,0.0,0.0008046810107771307
49,0,12239,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2.5,0,True,2.0,8,1.5,circle,7.443885464524661,0.0006217690097400919
48,0,12239,1,0.9795918367346939,0.9795918367346939,0.0,1.0,0.9896907216494846,0.9795918367346939,adaptive_local,k=2.5,1,True,2.0,8,1.5,circle,7.284124909488011,0.0007342970056924969
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2.5,2,True,2.0,8,1.5,rectangle,6.851619764163435,0.0006511350075015798
64,0,12224,0,1.0,1.0,0.0,1.0,1.0,1.0,adaptive_local,k=2.5,3,True,2.0,8,1.5,rectangle,6.764999632416304,0.000553289006347768
33,0,12239,16,0.673469387755102,0.673469387755102,0.0,1.0,0.8048780487804877,0.673469387755102,adaptive_local,k=2.5,4,True,2.0,8,3.0,circle,3.930555641463975,0.0005336220056051388
28,0,12239,21,0.5714285714285714,0.5714285714285714,0.0,1.0,0.7272727272727273,0.5714285714285714,adaptive_local,k=2.5,5,True,2.0,8,3.0,circle,3.5083335689938315,0.0005985110037727281
31,0,12224,33,0.484375,0.484375,0.0,1.0,0.6526315789473685,0.484375,adaptive_local,k=2.5,6,True,2.0,8,3.0,rectangle,3.5798480568255897,0.0005760450003435835
36,0,12224,28,0.5625,0.5625,0.0,1.0,0.72,0.5625,adaptive_local,k=2.5,7,True,2.0,8,3.0,rectangle,3.779070755864333,0.0007474230078514665
150,0,12091,47,0.7614213197969543,0.7614213197969543,0.0,1.0,0.8645533141210375,0.7614213197969543,adaptive_local,k=2.5,8,True,2.0,16,1.5,circle,7.499376473887526,0.0006168139952933416
145,0,12091,52,0.7360406091370558,0.7360406091370558,0.0,1.0,0.8479532163742689,0.7360406091370558,adaptive_local,k=2.5,9,True,2.0,16,1.5,circle,7.136734277629202,0.0005609410000033677
170,0,12032,86,0.6640625,0.6640625,0.0,1.0,0.7981220657276995,0.6640625,adaptive_local,k=2.5,10,True,2.0,16,1.5,rectangle,7.375698420462054,0.0007985910051502287
162,0,12032,94,0.6328125,0.6328125,0.0,1.0,0.7751196172248804,0.6328125,adaptive_local,k=2.5,11,True,2.0,16,1.5,rectangle,7.445106221421273,0.0008051990007515997
30,0,12091,167,0.15228426395939088,0.15228426395939088,0.0,1.0,0.2643171806167401,0.15228426395939088,adaptive_local,k=2.5,12,True,2.0,16,3.0,circle,3.9063930549409203,0.0009837969992076978
36,0,12091,161,0.18274111675126903,0.18274111675126903,0.0,1.0,0.30901287553648066,0.18274111675126903,adaptive_local,k=2.5,13,True,2.0,16,3.0,circle,4.035239279448769,0.0008895640057744458
47,0,12032,209,0.18359375,0.18359375,0.0,1.0,0.3102310231023102,0.18359375,adaptive_local,k=2.5,14,True,2.0,16,3.0,rectangle,4.110067924912717,0.0009537619916955009
42,0,12032,214,0.1640625,0.1640625,0.0,1.0,0.28187919463087246,0.1640625,adaptive_local,k=2.5,15,True,2.0,16,3.0,rectangle,3.7941414841612318,0.0011340060009388253
189,0,11847,252,0.42857142857142855,0.42857142857142855,0.0,1.0,0.6,0.42857142857142855,adaptive_local,k=2.5,16,True,2.0,24,1.5,circle,7.024061929134798,0.0006796800007577986
197,0,11847,244,0.4467120181405896,0.4467120181405896,0.0,1.0,0.6175548589341693,0.4467120181405896,adaptive_local,k=2.5,17,True,2.0,24,1.5,circle,7.535721738996264,0.0006894480029586703
202,0,11712,374,0.3506944444444444,0.3506944444444444,0.0,1.0,0.519280205655527,0.3506944444444444,adaptive_local,k=2.5,18,True,2.0,24,1.5,rectangle,7.547294632876316,0.0008837219938868657
196,0,11712,380,0.3402777777777778,0.3402777777777778,0.0,1.0,0.5077720207253886,0.3402777777777778,adaptive_local,k=2.5,19,True,2.0,24,1.5,rectangle,7.0976162779839935,0.0006808749894844368
20,0,11847,421,0.045351473922902494,0.045351473922902494,0.0,1.0,0.08676789587852496,0.045351473922902494,adaptive_local,k=2.5,20,True,2.0,24,3.0,circle,3.937995573180726,0.0007556049968115985
27,0,11847,414,0.061224489795918366,0.061224489795918366,0.0,1.0,0.11538461538461538,0.061224489795918366,adaptive_local,k=2.5,21,True,2.0,24,3.0,circle,3.711524274395272,0.0008153419912559912
