tp,fp,tn,fn,tpr,recall,fpr,precision,f1,iou,filter,label,frame_idx,snr_before,snr_after,snr_improvement,contrast_before,contrast_after,contrast_change,params
149,139,12000,0,1.0,1.0,0.011450696103468161,0.5173611111111112,0.6819221967963387,0.5173611111111112,gaussian,gaussian_k3_s1,4,0.8855104426545294,2.264124281688313,1.3786138390337834,23.531814274788587,21.4293212890625,-2.1024929857260872,"{'ksize': 3, 'sigma': 1.0}"
149,110,12029,0,1.0,1.0,0.009061701952384876,0.5752895752895753,0.7303921568627451,0.5752895752895753,gaussian,gaussian_k3_s1,5,0.9737528142512779,2.407524033894983,1.433771219643705,23.063294779970335,20.921157836914062,-2.142136943056272,"{'ksize': 3, 'sigma': 1.0}"
141,114,12025,8,0.9463087248322147,0.9463087248322147,0.009391218387017052,0.5529411764705883,0.6980198019801981,0.5361216730038023,gaussian,gaussian_k3_s1,6,0.9052996090199855,2.36165516927973,1.4563555602597447,21.364602525680368,19.427947998046875,-1.9366545276334932,"{'ksize': 3, 'sigma': 1.0}"
149,122,12017,0,1.0,1.0,0.010050251256281407,0.5498154981549815,0.7095238095238096,0.5498154981549815,gaussian,gaussian_k3_s1,7,0.9282303447279603,2.3632003809265503,1.43497003619859,22.913927585287183,20.806884765625,-2.1070428196621833,"{'ksize': 3, 'sigma': 1.0}"
149,124,12015,0,1.0,1.0,0.010215009473597495,0.5457875457875457,0.7061611374407583,0.5457875457875457,gaussian,gaussian_k3_s1,8,0.9263648489851434,2.4074229972701935,1.48105814828505,22.868457417114143,20.87396240234375,-1.9944950147703935,"{'ksize': 3, 'sigma': 1.0}"
149,118,12021,0,1.0,1.0,0.00972073482164923,0.5580524344569289,0.7163461538461539,0.5580524344569289,gaussian,gaussian_k3_s1,9,0.9721968411334363,2.4817832002404194,1.5095863591069831,23.990665506444003,21.720947265625,-2.269718240819003,"{'ksize': 3, 'sigma': 1.0}"
149,142,11997,0,1.0,1.0,0.011697833429442294,0.5120274914089347,0.6772727272727272,0.5120274914089347,gaussian,gaussian_k3_s1,10,0.8297047864677873,2.0920902703837125,1.2623854839159252,22.802197439326136,20.724777221679688,-2.0774202176464485,"{'ksize': 3, 'sigma': 1.0}"
149,129,12010,0,1.0,1.0,0.010626905016887718,0.5359712230215827,0.6978922716627635,0.5359712230215827,gaussian,gaussian_k3_s1,11,1.0747780466188417,2.4762183216019857,1.401440274983144,28.48448086556752,25.280776977539062,-3.203703888028457,"{'ksize': 3, 'sigma': 1.0}"
143,126,12013,6,0.959731543624161,0.959731543624161,0.010379767690913585,0.5315985130111525,0.6842105263157895,0.52,gaussian,gaussian_k3_s1,12,0.7975702665964833,1.9760126754123006,1.1784424088158172,21.138410548184652,19.072769165039062,-2.0656413831455893,"{'ksize': 3, 'sigma': 1.0}"
149,129,12010,0,1.0,1.0,0.010626905016887718,0.5359712230215827,0.6978922716627635,0.5359712230215827,gaussian,gaussian_k3_s1,13,0.8959729304041005,2.2247775666882372,1.3288046362841368,22.975527759078005,20.8328857421875,-2.1426420168905054,"{'ksize': 3, 'sigma': 1.0}"
149,125,12014,0,1.0,1.0,0.01029738858225554,0.5437956204379562,0.7044917257683214,0.5437956204379562,gaussian,gaussian_k3_s1,14,0.885733425225472,2.2058846800020815,1.3201512547766094,22.72255353043741,20.659378051757812,-2.0631754786795966,"{'ksize': 3, 'sigma': 1.0}"
149,118,12021,0,1.0,1.0,0.00972073482164923,0.5580524344569289,0.7163461538461539,0.5580524344569289,gaussian,gaussian_k3_s1,15,0.9755375574485559,2.494959069122929,1.519421511674373,24.08471717510264,21.872314453125,-2.2124027219776394,"{'ksize': 3, 'sigma': 1.0}"
149,151,11988,0,1.0,1.0,0.012439245407364692,0.49666666666666665,0.6636971046770601,0.49666666666666665,gaussian,gaussian_k3_s1,16,0.8357383526811024,2.148662595324444,1.3129242426433414,22.96094511830296,20.9210205078125,-2.039924610490459,"{'ksize': 3, 'sigma': 1.0}"
149,146,11993,0,1.0,1.0,0.012027349864074471,0.5050847457627119,0.6711711711711712,0.5050847457627119,gaussian,gaussian_k3_s1,17,0.8297315014323717,2.1273670326679324,1.2976355312355605,22.79879168709354,20.751678466796875,-2.0471132202966658,"{'ksize': 3, 'sigma': 1.0}"
149,147,11992,0,1.0,1.0,0.012109728972732514,0.5033783783783784,0.6696629213483146,0.5033783783783784,gaussian,gaussian_k3_s1,18,0.8282361002571499,2.222746227331855,1.3945101270747051,23.48098920596513,22.625106811523438,-0.8558823944416929,"{'ksize': 3, 'sigma': 1.0}"
148,162,11977,1,0.9932885906040269,0.9932885906040269,0.01334541560260318,0.4774193548387097,0.644880174291939,0.4758842443729904,gaussian,gaussian_k3_s1,19,0.791123934282152,2.0206397756355914,1.2295158413534395,23.098408229378123,20.878463745117188,-2.2199444842609353,"{'ksize': 3, 'sigma': 1.0}"
149,97,12042,0,1.0,1.0,0.0079907735398303,0.6056910569105691,0.7544303797468355,0.6056910569105691,gaussian,gaussian_k3_s1,20,1.0482274508523426,2.7241220659573173,1.6758946151049747,23.715584326441018,21.725265502929688,-1.9903188235113305,"{'ksize': 3, 'sigma': 1.0}"
149,127,12012,0,1.0,1.0,0.010462146799571628,0.5398550724637681,0.7011764705882353,0.5398550724637681,gaussian,gaussian_k3_s1,21,0.9068095903975193,2.3214329828053586,1.4146233924078393,23.26121359041045,21.131866455078125,-2.129347135332324,"{'ksize': 3, 'sigma': 1.0}"
149,159,11980,0,1.0,1.0,0.013098278276629047,0.4837662337662338,0.6520787746170679,0.4837662337662338,gaussian,gaussian_k3_s1,22,0.7962807325814497,1.9962990214469356,1.2000182888654858,22.574008719215016,20.399429321289062,-2.174579397925953,"{'ksize': 3, 'sigma': 1.0}"
149,161,11978,0,1.0,1.0,0.013263036493945135,0.4806451612903226,0.6492374727668845,0.4806451612903226,gaussian,gaussian_k3_s1,23,0.7846932406097991,2.0109887931355526,1.2262955525257535,22.903523272324293,20.702255249023438,-2.2012680233008552,"{'ksize': 3, 'sigma': 1.0}"
149,354,11785,0,1.0,1.0,0.02916220446494769,0.2962226640159046,0.45705521472392635,0.2962226640159046,gaussian,gaussian_k5_s1p4,0,0.8729022746261866,3.195484361097761,2.3225820864715745,23.19522589570633,19.87237548828125,-3.3228504074250793,"{'ksize': 5, 'sigma': 1.4}"
149,322,11817,0,1.0,1.0,0.02652607298789027,0.31634819532908703,0.4806451612903226,0.31634819532908703,gaussian,gaussian_k5_s1p4,1,0.9132258850474145,3.2320201936194315,2.318794308572017,23.417759761038013,20.179840087890625,-3.2379196731473883,"{'ksize': 5, 'sigma': 1.4}"
149,434,11705,0,1.0,1.0,0.035752533157591235,0.2555746140651801,0.40710382513661203,0.2555746140651801,gaussian,gaussian_k5_s1p4,2,0.7472847494486167,2.810724300445652,2.0634395509970354,22.423951962087614,19.193893432617188,-3.2300585294704263,"{'ksize': 5, 'sigma': 1.4}"
147,262,11877,2,0.9865771812080537,0.9865771812080537,0.02158332646840761,0.3594132029339853,0.5268817204301075,0.35766423357664234,gaussian,gaussian_k5_s1p4,3,1.1062823845290635,3.6995891261431573,2.593306741614094,26.000810869276535,20.23114013671875,-5.769670732557785,"{'ksize': 5, 'sigma': 1.4}"
149,358,11781,0,1.0,1.0,0.029491720899579868,0.2938856015779093,0.45426829268292684,0.2938856015779093,gaussian,gaussian_k5_s1p4,4,0.8855104426545294,3.2298041645303774,2.344293721875848,23.531814274788587,20.194732666015625,-3.3370816087729622,"{'ksize': 5, 'sigma': 1.4}"
149,274,11865,0,1.0,1.0,0.022571875772304142,0.35224586288416077,0.520979020979021,0.35224586288416077,gaussian,gaussian_k5_s1p4,5,0.9737528142512779,3.405726883497457,2.431974069246179,23.063294779970335,19.712142944335938,-3.351151835634397,"{'ksize': 5, 'sigma': 1.4}"
146,285,11854,3,0.9798657718120806,0.9798657718120806,0.023478045967542632,0.33874709976798145,0.503448275862069,0.33640552995391704,gaussian,gaussian_k5_s1p4,6,0.9052996090199855,3.3925439098633468,2.4872443008433613,21.364602525680368,18.22735595703125,-3.137246568649118,"{'ksize': 5, 'sigma': 1.4}"
149,294,11845,0,1.0,1.0,0.02421945794546503,0.3363431151241535,0.5033783783783783,0.3363431151241535,gaussian,gaussian_k5_s1p4,7,0.9282303447279603,3.4788609908060057,2.5506306460780452,22.913927585287183,19.967559814453125,-2.9463677708340583,"{'ksize': 5, 'sigma': 1.4}"
149,300,11839,0,1.0,1.0,0.024713732597413295,0.33184855233853006,0.49832775919732447,0.33184855233853006,gaussian,gaussian_k5_s1p4,8,0.9263648489851434,3.501096632419138,2.5747317834339944,22.868457417114143,19.693817138671875,-3.1746402784422685,"{'ksize': 5, 'sigma': 1.4}"
149,316,11823,0,1.0,1.0,0.026031798335942005,0.3204301075268817,0.485342019543974,0.3204301075268817,gaussian,gaussian_k5_s1p4,9,0.9721968411334363,3.600900253251807,2.6287034121183703,23.990665506444003,20.46673583984375,-3.523929666600253,"{'ksize': 5, 'sigma': 1.4}"
149,360,11779,0,1.0,1.0,0.029656479116895954,0.29273084479371314,0.45288753799392095,0.29273084479371314,gaussian,gaussian_k5_s1p4,10,0.8297047864677873,3.0019146641345666,2.1722098776667793,22.802197439326136,19.558258056640625,-3.243939382685511,"{'ksize': 5, 'sigma': 1.4}"
149,328,11811,0,1.0,1.0,0.027020347639838536,0.31236897274633124,0.476038338658147,0.31236897274633124,gaussian,gaussian_k5_s1p4,11,1.0747780466188417,3.502299017832391,2.427520971213549,28.48448086556752,23.584671020507812,-4.899809845059707,"{'ksize': 5, 'sigma': 1.4}"
148,313,11826,1,0.9932885906040269,0.9932885906040269,0.02578466100996787,0.3210412147505423,0.4852459016393443,0.3203463203463203,gaussian,gaussian_k5_s1p4,12,0.7975702665964833,2.7049460307550706,1.9073757641585871,21.138410548184652,17.842025756835938,-3.2963847913487143,"{'ksize': 5, 'sigma': 1.4}"
149,335,11804,0,1.0,1.0,0.027597001400444847,0.30785123966942146,0.47077409162717215,0.30785123966942146,gaussian,gaussian_k5_s1p4,13,0.8959729304041005,3.178671489956796,2.2826985595526956,22.975527759078005,19.669403076171875,-3.3061246829061304,"{'ksize': 5, 'sigma': 1.4}"
149,308,11831,0,1.0,1.0,0.02537276546667765,0.32603938730853393,0.4917491749174918,0.32603938730853393,gaussian,gaussian_k5_s1p4,14,0.885733425225472,3.125613785909509,2.2398803606840367,22.72255353043741,19.408782958984375,-3.313770571453034,"{'ksize': 5, 'sigma': 1.4}"
149,303,11836,0,1.0,1.0,0.02496086992338743,0.32964601769911506,0.4958402662229618,0.32964601769911506,gaussian,gaussian_k5_s1p4,15,0.9755375574485559,3.6007738251267862,2.6252362676782304,24.08471717510264,20.606674194335938,-3.478042980766702,"{'ksize': 5, 'sigma': 1.4}"
149,374,11765,0,1.0,1.0,0.030809786638108575,0.28489483747609945,0.44345238095238093,0.28489483747609945,gaussian,gaussian_k5_s1p4,16,0.8357383526811024,3.1091440694920682,2.2734057168109656,22.96094511830296,19.719085693359375,-3.241859424943584,"{'ksize': 5, 'sigma': 1.4}"
149,379,11760,0,1.0,1.0,0.031221682181398796,0.2821969696969697,0.44017725258493356,0.2821969696969697,gaussian,gaussian_k5_s1p4,17,0.8297315014323717,3.0527642160347455,2.2230327146023736,22.79879168709354,19.524826049804688,-3.2739656372888533,"{'ksize': 5, 'sigma': 1.4}"
149,360,11779,0,1.0,1.0,0.029656479116895954,0.29273084479371314,0.45288753799392095,0.29273084479371314,gaussian,gaussian_k5_s1p4,18,0.8282361002571499,3.243050101686382,2.4148140014292325,23.48098920596513,21.722549438476562,-1.758439767488568,"{'ksize': 5, 'sigma': 1.4}"
148,412,11727,1,0.9932885906040269,0.9932885906040269,0.03394019276711426,0.2642857142857143,0.4174894217207334,0.2638146167557932,gaussian,gaussian_k5_s1p4,19,0.791123934282152,2.8940128668247658,2.102888932542614,23.098408229378123,19.484405517578125,-3.6140027117999978,"{'ksize': 5, 'sigma': 1.4}"
149,254,11885,0,1.0,1.0,0.020924293599143256,0.369727047146402,0.5398550724637681,0.369727047146402,gaussian,gaussian_k5_s1p4,20,1.0482274508523426,3.931585895808832,2.8833584449564897,23.715584326441018,20.547805786132812,-3.1677785403082055,"{'ksize': 5, 'sigma': 1.4}"
149,334,11805,0,1.0,1.0,0.027514622291786802,0.3084886128364389,0.4715189873417721,0.3084886128364389,gaussian,gaussian_k5_s1p4,21,0.9068095903975193,3.3647405436504783,2.457930953252959,23.26121359041045,19.894424438476562,-3.3667891519338866,"{'ksize': 5, 'sigma': 1.4}"
149,405,11734,0,1.0,1.0,0.03336353900650795,0.26895306859205775,0.4238975817923186,0.26895306859205775,gaussian,gaussian_k5_s1p4,22,0.7962807325814497,2.833669882828997,2.0373891502475474,22.574008719215016,19.2064208984375,-3.3675878207775156,"{'ksize': 5, 'sigma': 1.4}"
149,407,11732,0,1.0,1.0,0.03352829722382404,0.26798561151079137,0.42269503546099296,0.26798561151079137,gaussian,gaussian_k5_s1p4,23,0.7846932406097991,2.8950175503738422,2.110324309764043,22.903523272324293,19.48126220703125,-3.4222610652930427,"{'ksize': 5, 'sigma': 1.4}"
145,4,12135,4,0.9731543624161074,0.9731543624161074,0.0003295164346321773,0.9731543624161074,0.9731543624161074,0.9477124183006536,median,median_k3,0,0.8729022746261866,11.324749828669148,10.451847554042962,23.19522589570633,22.431198120117188,-0.7640277755891418,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,1,0.9132258850474145,11.42086303054324,10.507637145495826,23.417759761038013,22.58905029296875,-0.8287094680692633,{'ksize': 3}
145,3,12136,4,0.9731543624161074,0.9731543624161074,0.00024713732597413297,0.9797297297297297,0.9764309764309763,0.9539473684210527,median,median_k3,2,0.7472847494486167,10.888910624637719,10.141625875189101,22.423951962087614,21.950424194335938,-0.47352776775167627,{'ksize': 3}
146,1,12138,3,0.9798657718120806,0.9798657718120806,8.237910865804432e-05,0.9931972789115646,0.9864864864864865,0.9733333333333334,median,median_k3,3,1.1062823845290635,10.698474264545506,9.592191880016443,26.000810869276535,21.342620849609375,-4.65819001966716,{'ksize': 3}
146,2,12137,3,0.9798657718120806,0.9798657718120806,0.00016475821731608864,0.9864864864864865,0.9831649831649831,0.9668874172185431,median,median_k3,4,0.8855104426545294,11.457602962703884,10.572092520049354,23.531814274788587,22.962265014648438,-0.5695492601401497,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,5,0.9737528142512779,10.765054196043566,9.79130138179229,23.063294779970335,21.894317626953125,-1.1689771530172095,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,6,0.9052996090199855,10.73838811698801,9.833088507968025,21.364602525680368,21.81488037109375,0.4502778454133818,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,7,0.9282303447279603,10.63393014062898,9.705699795901019,22.913927585287183,22.143478393554688,-0.7704491917324958,{'ksize': 3}
147,3,12136,2,0.9865771812080537,0.9865771812080537,0.00024713732597413297,0.98,0.9832775919732442,0.9671052631578947,median,median_k3,8,0.9263648489851434,10.679079061645671,9.752714212660528,22.868457417114143,22.2213134765625,-0.6471439405516435,{'ksize': 3}
145,2,12137,4,0.9731543624161074,0.9731543624161074,0.00016475821731608864,0.9863945578231292,0.9797297297297297,0.9602649006622517,median,median_k3,9,0.9721968411334363,11.4794150985792,10.507218257445762,23.990665506444003,22.923507690429688,-1.0671578160143156,{'ksize': 3}
146,5,12134,3,0.9798657718120806,0.9798657718120806,0.0004118955432902216,0.9668874172185431,0.9733333333333333,0.948051948051948,median,median_k3,10,0.8297047864677873,10.864410579891032,10.034705793423246,22.802197439326136,22.181228637695312,-0.6209688016308235,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,11,1.0747780466188417,11.423250020734782,10.34847197411594,28.48448086556752,22.460861206054688,-6.023619659512832,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,12,0.7975702665964833,11.026409107731476,10.228838841134992,21.138410548184652,22.055938720703125,0.9175281725184732,{'ksize': 3}
146,1,12138,3,0.9798657718120806,0.9798657718120806,8.237910865804432e-05,0.9931972789115646,0.9864864864864865,0.9733333333333334,median,median_k3,13,0.8959729304041005,11.301392973487145,10.405420043083044,22.975527759078005,22.263198852539062,-0.7123289065389429,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,14,0.885733425225472,10.785713762013815,9.899980336788342,22.72255353043741,21.745513916015625,-0.9770396144217841,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,15,0.9755375574485559,11.487562201992496,10.51202464454394,24.08471717510264,23.170486450195312,-0.9142307249073269,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,16,0.8357383526811024,10.905842568372755,10.070104215691652,22.96094511830296,22.377853393554688,-0.5830917247482716,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,17,0.8297315014323717,10.985043424446369,10.155311923013997,22.79879168709354,22.209487915039062,-0.5893037720544783,{'ksize': 3}
147,7,12132,2,0.9865771812080537,0.9865771812080537,0.0005766537606063102,0.9545454545454546,0.9702970297029703,0.9423076923076923,median,median_k3,18,0.8282361002571499,11.507220875579419,10.678984775322268,23.48098920596513,23.02618408203125,-0.4548051239338804,{'ksize': 3}
145,0,12139,4,0.9731543624161074,0.9731543624161074,0.0,1.0,0.9863945578231292,0.9731543624161074,median,median_k3,19,0.791123934282152,11.156506614796392,10.365382680514239,23.098408229378123,22.69183349609375,-0.40657473328437277,{'ksize': 3}
145,2,12137,4,0.9731543624161074,0.9731543624161074,0.00016475821731608864,0.9863945578231292,0.9797297297297297,0.9602649006622517,median,median_k3,20,1.0482274508523426,11.217699190074587,10.169471739222244,23.715584326441018,22.712295532226562,-1.0032887942144555,{'ksize': 3}
146,2,12137,3,0.9798657718120806,0.9798657718120806,0.00016475821731608864,0.9864864864864865,0.9831649831649831,0.9668874172185431,median,median_k3,21,0.9068095903975193,10.96246686018913,10.05565726979161,23.26121359041045,22.47528076171875,-0.7859328286916991,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,22,0.7962807325814497,10.856235879725581,10.059955147144132,22.574008719215016,21.961181640625,-0.6128270785900156,{'ksize': 3}
145,1,12138,4,0.9731543624161074,0.9731543624161074,8.237910865804432e-05,0.9931506849315068,0.983050847457627,0.9666666666666667,median,median_k3,23,0.7846932406097991,11.052080191816978,10.267386951207179,22.903523272324293,22.175079345703125,-0.7284439266211677,{'ksize': 3}
142,0,12139,7,0.9530201342281879,0.9530201342281879,0.0,1.0,0.9759450171821306,0.9530201342281879,median,median_k5,0,0.8729022746261866,15.389182711671687,14.5162804370455,23.19522589570633,21.339141845703125,-1.8560840500032043,{'ksize': 5}
139,0,12139,10,0.9328859060402684,0.9328859060402684,0.0,1.0,0.9652777777777778,0.9328859060402684,median,median_k5,1,0.9132258850474145,15.686704904455132,14.773479019407718,23.417759761038013,21.236953735351562,-2.1808060256864508,{'ksize': 5}
145,3,12136,4,0.9731543624161074,0.9731543624161074,0.00024713732597413297,0.9797297297297297,0.9764309764309763,0.9539473684210527,median,median_k5,2,0.7472847494486167,14.69945182042169,13.952167070973072,22.423951962087614,20.373214721679688,-2.0507372404079263,{'ksize': 5}
139,2,12137,10,0.9328859060402684,0.9328859060402684,0.00016475821731608864,0.9858156028368794,0.9586206896551724,0.9205298013245033,median,median_k5,3,1.1062823845290635,14.22935517778606,13.123072793256997,26.000810869276535,20.221893310546875,-5.77891755872966,{'ksize': 5}
142,0,12139,7,0.9530201342281879,0.9530201342281879,0.0,1.0,0.9759450171821306,0.9530201342281879,median,median_k5,4,0.8855104426545294,15.330752341598263,14.445241898943733,23.531814274788587,21.591949462890625,-1.9398648118979622,{'ksize': 5}
138,0,12139,11,0.9261744966442953,0.9261744966442953,0.0,1.0,0.9616724738675958,0.9261744966442953,median,median_k5,5,0.9737528142512779,14.466442255146413,13.492689440895136,23.063294779970335,20.5816650390625,-2.4816297409078345,{'ksize': 5}
141,1,12138,8,0.9463087248322147,0.9463087248322147,8.237910865804432e-05,0.9929577464788732,0.9690721649484537,0.94,median,median_k5,6,0.9052996090199855,14.384292017981535,13.478992408961549,21.364602525680368,20.627395629882812,-0.7372068957975557,{'ksize': 5}
138,0,12139,11,0.9261744966442953,0.9261744966442953,0.0,1.0,0.9616724738675958,0.9261744966442953,median,median_k5,7,0.9282303447279603,14.052637230558481,13.12440688583052,22.913927585287183,20.686431884765625,-2.2274957005215583,{'ksize': 5}
